epoch,accuracy_m,f1_m,fn_m,fp_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m,val_accuracy_m,val_f1_m,val_fn_m,val_fp_m,val_loss,val_neg_f1_m,val_neg_precision_m,val_neg_pred_m,val_neg_recall_m,val_pos_pred_m,val_precision_m,val_recall_m,val_tn_m,val_tp_m
0,0.5278894901275635,0.5580387711524963,45.80882263183594,75.05146789550781,0.6854844093322754,0.41346290707588196,0.5228293538093567,98.75735473632812,0.4155186712741852,157.24264526367188,0.5460847020149231,0.6432198286056519,52.94852828979492,82.19117736816406,0.4982944428920746,0.5848336219787598,37.197181701660156,91.23943328857422,0.682388961315155,0.3626721501350403,0.4975822865962982,73.95774841308594,0.287119597196579,182.04225158691406,0.49890410900115967,0.7097252607345581,36.760562896728516,90.80281829833984
1,0.54833984375,0.5465095043182373,52.235294342041016,63.389705657958984,0.683695375919342,0.47827669978141785,0.5411995649337769,116.84558868408203,0.5037915110588074,139.1544189453125,0.5779740810394287,0.5916310548782349,64.61029052734375,75.76470947265625,0.4918023645877838,0.6307033896446228,16.492958068847656,113.60563659667969,0.6824529767036438,0.18002882599830627,0.46544840931892395,30.8873233795166,0.1123567521572113,225.1126708984375,0.4953599274158478,0.8712571263313293,14.394366264343262,111.50704193115234
2,0.5481675267219543,0.5692456960678101,45.90441131591797,69.76470947265625,0.6803174614906311,0.45303720235824585,0.5496058464050293,104.13970947265625,0.45449185371398926,151.86029052734375,0.5676421523094177,0.6410947442054749,58.235294342041016,82.09558868408203,0.5165603160858154,0.6708508729934692,1.3661972284317017,122.39436340332031,0.6976052522659302,0.08234013617038727,0.7968214750289917,6.97183084487915,0.04367071017622948,249.02816772460938,0.5084220767021179,0.9891468286514282,5.605633735656738,126.63380432128906
3,0.5612649321556091,0.5646185874938965,50.610294342041016,61.70588302612305,0.6774280071258545,0.5019564032554626,0.5601452589035034,116.90441131591797,0.5178770422935486,139.0955810546875,0.5885290503501892,0.6047057509422302,66.29412078857422,77.38970947265625,0.5491857528686523,0.22184936702251434,111.408447265625,4.0,0.6859203577041626,0.6814285516738892,0.5265871286392212,235.408447265625,0.968305766582489,20.591548919677734,0.8059870004653931,0.12957918643951416,124.0,16.591548919677734
4,0.5673540830612183,0.5759629011154175,48.139705657958984,62.617645263671875,0.6752380132675171,0.49742698669433594,0.5670161247253418,113.52205657958984,0.5087090730667114,142.47793579101562,0.5902754664421082,0.6224878430366516,65.38235473632812,79.86029052734375,0.510013222694397,0.6643821001052856,3.366197109222412,122.07041931152344,0.6962441205978394,0.08531443029642105,0.6231779456138611,9.295774459838867,0.04605677351355553,246.7042236328125,0.5051233172416687,0.9736653566360474,5.929577350616455,124.63380432128906
5,0.5789005160331726,0.569115161895752,52.85293960571289,54.94852828979492,0.6683473587036133,0.5442376136779785,0.5743744373321533,125.90441131591797,0.5689165592193604,130.0955810546875,0.6063717603683472,0.5860755443572998,73.05146789550781,75.14705657958984,0.5050616264343262,0.659519374370575,4.830986022949219,121.87323760986328,0.6939694285392761,0.08717770129442215,0.5518686175346375,10.957746505737305,0.04758494347333908,245.04225158691406,0.502597451210022,0.9623187184333801,6.126760482788086,123.16901397705078
6,0.5829954147338867,0.5771757960319519,51.367645263671875,55.382354736328125,0.6666290760040283,0.5464455485343933,0.5812856554985046,123.98529052734375,0.5652087330818176,132.00735473632812,0.6103689074516296,0.5978351831436157,72.61764526367188,76.625,0.5018155574798584,0.6555792689323425,6.1549296379089355,121.38027954101562,0.6941051483154297,0.09332719445228577,0.521434485912323,12.77464771270752,0.051532406359910965,243.22535705566406,0.5008926391601562,0.9519119262695312,6.619718074798584,121.8450698852539
7,0.586052417755127,0.5887615084648132,48.29411697387695,57.67647171020508,0.6633507609367371,0.5360270142555237,0.5887290835380554,118.61764526367188,0.547442615032196,137.38235473632812,0.6123052835464478,0.6218925714492798,70.32353210449219,79.70587921142578,0.49345290660858154,0.635725200176239,14.450704574584961,115.22534942626953,0.6866397857666016,0.1638025939464569,0.4691663980484009,27.225351333618164,0.0998302549123764,228.77464294433594,0.49641185998916626,0.887260377407074,12.77464771270752,113.5492935180664
8,0.5980464220046997,0.5897831320762634,50.632354736328125,52.264705657958984,0.6601585745811462,0.5683502554893494,0.5979600548744202,126.36764526367188,0.5901514887809753,129.625,0.6250652074813843,0.6042465567588806,75.73529052734375,77.36029052734375,0.5170004367828369,0.5871740579605103,39.73239517211914,83.91548919677734,0.6858397722244263,0.414592444896698,0.5261644721031189,83.81690216064453,0.34406760334968567,172.18310546875,0.5126679539680481,0.690102756023407,44.08450698852539,88.26760864257812
9,0.6045783758163452,0.6010384559631348,48.72793960571289,52.5,0.6546017527580261,0.5723276138305664,0.604721188545227,124.22794342041016,0.5892296433448792,131.77206420898438,0.6298909783363342,0.6196040511131287,75.5,79.27205657958984,0.51017826795578,0.6644740104675293,3.3380281925201416,122.05633544921875,0.7309969067573547,0.08573290705680847,0.6381735801696777,9.28169059753418,0.046251408755779266,246.7183074951172,0.5051968693733215,0.9737943410873413,5.943662166595459,124.66197204589844
10,0.6045783758163452,0.6019213199615479,48.286766052246094,52.94117736816406,0.6526414155960083,0.5713609457015991,0.6118699908256531,123.34558868408203,0.5867663621902466,132.6544189453125,0.6314851641654968,0.623314380645752,75.05882263183594,79.7132339477539,0.5083076357841492,0.6627398729324341,3.8309860229492188,122.04225158691406,0.723508894443512,0.08575908839702606,0.6064891815185547,9.788732528686523,0.04641740396618843,246.21127319335938,0.5042462348937988,0.9699268341064453,5.957746505737305,124.16901397705078
11,0.6150333285331726,0.610333263874054,47.58088302612305,50.97058868408203,0.6482720375061035,0.5854961276054382,0.6179028153419495,124.61029052734375,0.6008727550506592,131.38970947265625,0.6407679915428162,0.627818763256073,77.02941131591797,80.41912078857422,0.51017826795578,0.6244255304336548,23.323944091796875,102.07041931152344,0.6873975992202759,0.2912061810493469,0.5281859040260315,49.25352096557617,0.20210646092891693,206.74647521972656,0.5061036348342896,0.8179874420166016,25.929576873779297,104.67605590820312
12,0.618537425994873,0.6121392250061035,48.161766052246094,49.492645263671875,0.6420460343360901,0.5912352800369263,0.6162540316581726,126.66912078857422,0.6108916997909546,129.3308868408203,0.6465179920196533,0.6222773194313049,78.50735473632812,79.8382339477539,0.5083076357841492,0.6630227565765381,3.7042253017425537,122.16901397705078,0.74849933385849,0.08386152237653732,0.6091189980506897,9.535211563110352,0.045331116765737534,246.46478271484375,0.5042689442634583,0.9711164832115173,5.830986022949219,124.2957763671875
13,0.6272690892219543,0.623460590839386,46.79411697387695,48.625,0.6404687762260437,0.5984845161437988,0.6274957060813904,126.16912078857422,0.6191693544387817,129.8308868408203,0.65537029504776,0.6339762210845947,79.375,81.20587921142578,0.5096280574798584,0.6644032001495361,3.2676055431365967,122.26760864257812,0.7429511547088623,0.08281096071004868,0.6375712752342224,9.0,0.04458269104361534,247.0,0.5049474239349365,0.974521279335022,5.732394218444824,124.73239135742188
14,0.6327263116836548,0.6315634846687317,44.43382263183594,49.588233947753906,0.6330971717834473,0.5994551181793213,0.6378751993179321,122.84558868408203,0.6102580428123474,133.1544189453125,0.6554694175720215,0.651913046836853,78.4117660522461,83.56617736816406,0.5024757981300354,0.6572911739349365,5.394366264343262,121.97183227539062,0.7255108952522278,0.08559571206569672,0.519648551940918,11.422534942626953,0.046927548944950104,244.5774688720703,0.5012526512145996,0.957827627658844,6.02816915512085,122.60563659667969
15,0.6377527713775635,0.6293436884880066,46.52206039428711,46.213233947753906,0.6277581453323364,0.6121312379837036,0.6384598016738892,128.30882263183594,0.6382620930671692,127.69117736816406,0.6691482663154602,0.6367791891098022,81.7867660522461,81.47794342041016,0.5097931623458862,0.6651923656463623,2.8450703620910645,122.64788818359375,0.7972186803817749,0.07781121134757996,0.6447260975837708,8.197182655334473,0.041671887040138245,247.8028106689453,0.5049926042556763,0.9776690006256104,5.352112770080566,125.1549301147461
16,0.6404526829719543,0.6341661810874939,45.742645263671875,46.30147171020508,0.6241865754127502,0.6178763508796692,0.6414405703544617,127.44117736816406,0.6376169323921204,128.55882263183594,0.6686027646064758,0.6426445245742798,81.69853210449219,82.25735473632812,0.5034111142158508,0.657328188419342,5.605633735656738,121.52112579345703,0.7417012453079224,0.09163882583379745,0.5341027975082397,12.08450698852539,0.050413645803928375,243.91549682617188,0.5017372965812683,0.9562149047851562,6.478873252868652,122.39436340332031
