epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m
0,0.549712061882019,135.25714111328125,11.70375919342041,0.20241646468639374,168.80902099609375,87.19097900390625,0.8764944672584534,0.35813435912132263,33.5518798828125,75.48722076416016
1,0.5612084269523621,131.6556396484375,11.436090469360352,0.19947750866413116,165.47518920898438,90.52481079101562,0.8800709843635559,0.3752479553222656,33.819549560546875,79.0887222290039
2,0.5697830319404602,128.26165771484375,11.424059867858887,0.19764187932014465,162.09323120117188,93.90676879882812,0.8859239220619202,0.3914317190647125,33.83157730102539,82.48270416259766
3,0.5757165551185608,128.33834838867188,10.810525894165039,0.19661995768547058,162.78346252441406,93.21654510498047,0.8922466039657593,0.39088672399520874,34.44511413574219,82.40601348876953
4,0.5786415338516235,126.688720703125,10.91879653930664,0.195468008518219,161.0255584716797,94.97443389892578,0.8954578638076782,0.39874905347824097,34.33684158325195,84.0556411743164
5,0.5835057497024536,125.60601806640625,10.684210777282715,0.19468511641025543,160.1774444580078,95.82255554199219,0.8985495567321777,0.403767466545105,34.57143020629883,85.13834381103516
6,0.5876978635787964,125.64360809326172,10.308270454406738,0.19364936649799347,160.59097290039062,95.40901947021484,0.9030994176864624,0.4036730229854584,34.94736862182617,85.10075378417969
7,0.5920809507369995,121.88571166992188,10.708271026611328,0.19309201836585999,156.43309020996094,99.5669174194336,0.9037896990776062,0.42145588994026184,34.547367095947266,88.85865020751953
8,0.5938254594802856,120.72029876708984,10.747368812561035,0.1920396089553833,155.22857666015625,100.77143096923828,0.9055162072181702,0.42682597041130066,34.508270263671875,90.02406311035156
9,0.5941234827041626,121.68270874023438,10.514286041259766,0.1918996423482895,156.42405700683594,99.57594299316406,0.9051157832145691,0.422200083732605,34.74135208129883,89.06165313720703
10,0.5977969765663147,117.80000305175781,10.983458518981934,0.1914084255695343,152.07217407226562,103.92781829833984,0.9050127863883972,0.44042256474494934,34.272178649902344,92.9443588256836
11,0.6007916927337646,117.04962158203125,10.912781715393066,0.19055213034152985,151.39248657226562,104.6075210571289,0.9070174694061279,0.4441092312335968,34.342857360839844,93.69474029541016
12,0.6030691862106323,117.34736633300781,10.568421363830566,0.18956468999385834,152.0345916748047,103.96541595458984,0.9105746746063232,0.4425319731235504,34.687217712402344,93.3969955444336
13,0.6048337817192078,115.5999984741211,10.769925117492676,0.18927517533302307,150.08570861816406,105.9142837524414,0.9090193510055542,0.4507647752761841,34.485713958740234,95.14436340332031
14,0.6084331274032593,113.5368423461914,10.923308372497559,0.1887052208185196,147.86917114257812,108.13082885742188,0.9090493321418762,0.4606983959674835,34.332332611083984,97.20751953125
15,0.6089447140693665,113.96992492675781,10.724811553955078,0.1884123682975769,148.50074768066406,107.4992446899414,0.9104282855987549,0.45835185050964355,34.530826568603516,96.7744369506836
16,0.6125748753547668,112.12330627441406,10.837594032287598,0.18766584992408752,146.54135131835938,109.45864868164062,0.911009669303894,0.4672633111476898,34.41804504394531,98.62105560302734
17,0.6129822134971619,111.04060363769531,10.962406158447266,0.18713513016700745,145.33383178710938,110.66616821289062,0.9100075364112854,0.47216692566871643,34.29323196411133,99.7037582397461
18,0.6174741983413696,110.23609161376953,10.778947830200195,0.18655633926391602,144.71278381347656,111.28721618652344,0.9117327928543091,0.4761425852775574,34.47669219970703,100.50827026367188
19,0.6192106604576111,108.69624328613281,10.957894325256348,0.1860530972480774,142.99398803710938,113.00601196289062,0.9111618399620056,0.4834757149219513,34.29774475097656,102.0481185913086
20,0.6210124492645264,107.68270874023438,10.972931861877441,0.18549422919750214,141.9654083251953,114.03458404541016,0.9125243425369263,0.48825404047966003,34.28270721435547,103.06165313720703
21,0.6231153011322021,107.64962768554688,10.86466121673584,0.18574155867099762,142.0406036376953,113.95939636230469,0.9125919938087463,0.4885515570640564,34.39097595214844,103.09473419189453
22,0.6241092681884766,104.88721466064453,11.344361305236816,0.18515440821647644,138.79849243164062,117.20150756835938,0.9105666279792786,0.5016731023788452,33.911277770996094,105.85713958740234
23,0.6263517141342163,102.81353759765625,11.52932357788086,0.1845129132270813,136.53985595703125,119.46015167236328,0.9101919531822205,0.5113189220428467,33.726314544677734,107.93082427978516
24,0.6295661330223083,103.96240234375,11.016541481018066,0.18380625545978546,138.20150756835938,117.79849243164062,0.9135825634002686,0.505871057510376,34.239097595214844,106.78195190429688
25,0.6309922933578491,101.65714263916016,11.347368240356445,0.18371371924877167,135.56541442871094,120.43458557128906,0.9118599891662598,0.516751766204834,33.90827178955078,109.08721923828125
26,0.6342140436172485,100.93534088134766,11.23308277130127,0.18266242742538452,134.95790100097656,121.04210662841797,0.9139514565467834,0.5201985836029053,34.02255630493164,109.80902099609375
27,0.6364465355873108,99.52631378173828,11.309774398803711,0.18205004930496216,133.47218322753906,122.52781677246094,0.9133344888687134,0.526830792427063,33.945865631103516,111.21804809570312
28,0.6371046304702759,99.20751953125,11.291728973388672,0.18130800127983093,133.1714324951172,122.82857513427734,0.914678156375885,0.5282244086265564,33.96390914916992,111.5368423461914
29,0.6377738118171692,98.0706787109375,11.527819633483887,0.18101660907268524,131.79849243164062,124.20150756835938,0.9125558137893677,0.5338646173477173,33.727821350097656,112.6736831665039
30,0.6416469812393188,96.87669372558594,11.422555923461914,0.18050989508628845,130.70977783203125,125.29022216796875,0.913830578327179,0.5393560528755188,33.83308410644531,113.86766815185547
31,0.644564151763916,95.34736633300781,11.45714282989502,0.17983116209506989,129.14585876464844,126.85413360595703,0.9151661992073059,0.5465418696403503,33.79849624633789,115.3969955444336
