epoch,accuracy_m,f1_m,fn_m,fp_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m,val_accuracy_m,val_f1_m,val_fn_m,val_fp_m,val_loss,val_neg_f1_m,val_neg_precision_m,val_neg_pred_m,val_neg_recall_m,val_pos_pred_m,val_precision_m,val_recall_m,val_tn_m,val_tp_m
0,0.4983610212802887,0.19950711727142334,97.36764526367188,31.044116973876953,0.6931813955307007,0.5315690040588379,0.4879952073097229,194.23529052734375,0.7590282559394836,61.75,0.5051457285881042,0.2417638748884201,96.86764526367188,30.705883026123047,0.5007152557373047,0.6661978960037231,0.0,127.81690216064453,0.6931464076042175,0.0,0.0,0.0,0.0,256.0,0.5007152557373047,1.0,0.0,128.18310546875
1,0.5001435875892639,0.6371009349822998,11.661765098571777,116.30146789550781,0.6928900480270386,0.1129787415266037,0.5303882956504822,23.28676414489746,0.09084116667509079,232.71324157714844,0.5019398927688599,0.9091945886611938,11.625,116.4117660522461,0.4978543221950531,0.0,128.18310546875,0.3661971688270569,0.6931280493736267,0.663642942905426,0.4985628128051758,255.63380432128906,0.9971122145652771,0.3661971688270569,0.0,0.0,127.4507064819336,0.0
2,0.5136431455612183,0.4913727939128876,60.84558868408203,63.661766052246094,0.6912112832069397,0.4668308198451996,0.5046796202659607,125.11029052734375,0.5026090741157532,130.88970947265625,0.5378336906433105,0.5254795551300049,64.26470947265625,67.22794342041016,0.5152398943901062,0.6719425320625305,0.4507042169570923,123.64788818359375,0.6922479867935181,0.06305335462093353,0.8939039707183838,4.619718074798584,0.03296273574233055,251.38027954101562,0.5081827640533447,0.9964233040809631,4.169013977050781,127.73239135742188
3,0.5166877508163452,0.5464558601379395,49.485294342041016,74.24264526367188,0.6864392161369324,0.4275152087211609,0.507645308971405,103.16912078857422,0.4197051525115967,152.8308868408203,0.5276275873184204,0.6138143539428711,53.68382263183594,78.5882339477539,0.56013423204422,0.4252926707267761,86.30986022949219,26.295774459838867,0.688334047794342,0.6418045163154602,0.5400838255882263,187.8309783935547,0.7938485741615295,68.16901397705078,0.6136500239372253,0.32656019926071167,101.52112579345703,41.87323760986328
4,0.5505802035331726,0.5309262871742249,60.22058868408203,54.83088302612305,0.676643967628479,0.5420835018157959,0.5422405004501343,133.31617736816406,0.5713021159172058,122.68382263183594,0.57509845495224,0.529599130153656,73.09558868408203,67.85294342041016,0.5513314008712769,0.22023415565490723,111.91548919677734,2.94366192817688,0.6873053312301636,0.6838042736053467,0.52734375,236.78872680664062,0.9769040942192078,19.211267471313477,0.8479872345924377,0.12733812630176544,124.87323760986328,16.26760482788086
5,0.5803079009056091,0.5636324882507324,57.161766052246094,50.27941131591797,0.664599597454071,0.5774760246276855,0.5714227557182312,134.80882263183594,0.6071861982345581,121.19117736816406,0.6030232310295105,0.5538828372955322,77.64705657958984,70.9117660522461,0.48773106932640076,0.6040499806404114,27.63380241394043,103.50704193115234,0.6831676959991455,0.2688257396221161,0.466461181640625,51.943660736083984,0.1899876445531845,204.05633544921875,0.49274325370788574,0.7842419147491455,24.309858322143555,100.5492935180664
6,0.6135110259056091,0.5729767084121704,59.661766052246094,39.27941131591797,0.6513765454292297,0.636239767074585,0.5987601280212402,148.30882263183594,0.6933729648590088,107.69117736816406,0.647373616695404,0.5338398814201355,88.64705657958984,68.4117660522461,0.5842869877815247,0.37626197934150696,95.97183227539062,10.450704574584961,0.678399384021759,0.6867920756340027,0.5499706268310547,213.33802795410156,0.9181132912635803,42.66197204589844,0.7541186213493347,0.251628041267395,117.36619567871094,32.21126937866211
7,0.6367762088775635,0.5928843021392822,57.70588302612305,35.27941131591797,0.634443998336792,0.6623345613479614,0.6200380325317383,150.35293579101562,0.7246298789978027,105.64705657958984,0.6761886477470398,0.5490854978561401,92.64705657958984,70.36764526367188,0.599856972694397,0.45598453283309937,85.1408462524414,17.295774459838867,0.6731239557266235,0.6818103194236755,0.5644217729568481,195.66197204589844,0.8640962839126587,60.33802795410156,0.7130411267280579,0.3362050950527191,110.52112579345703,43.04225540161133
8,0.6549574732780457,0.6123153567314148,55.31617736816406,33.014705657958984,0.6188699007034302,0.6795821785926819,0.6369882225990295,150.22793579101562,0.7417656183242798,105.77205657958984,0.6959731578826904,0.5672871470451355,94.9117660522461,72.75735473632812,0.5944652557373047,0.5808572769165039,55.81690216064453,48.0,0.6670436263084412,0.6043197512626648,0.5879186391830444,135.63380432128906,0.6242460608482361,120.36619567871094,0.6008831858634949,0.5644515156745911,79.81690216064453,72.36619567871094
9,0.67724609375,0.6292577981948853,54.382354736328125,28.242647171020508,0.6024110913276672,0.7055490612983704,0.6532872915267944,154.06617736816406,0.7785676121711731,101.93382263183594,0.7305786609649658,0.5741074085235596,99.68382263183594,73.69117736816406,0.6048635840415955,0.40515053272247314,93.42253875732422,7.732394218444824,0.6716885566711426,0.7023115754127502,0.5620535016059875,213.50704956054688,0.9391819834709167,42.492958068847656,0.8158593773841858,0.27073734998703003,120.08451080322266,34.760562896728516
