epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m
0,0.5140660405158997,82.25333404541016,32.82666778564453,0.36283308267593384,194.5066680908203,61.49333190917969,0.4594987630844116,0.25583967566490173,112.25333404541016,28.66666603088379
1,0.5141756534576416,99.73332977294922,10.5600004196167,0.34282711148262024,234.25332641601562,21.746665954589844,0.5182815790176392,0.10111156851053238,134.52000427246094,11.186666488647461
2,0.5115978717803955,98.586669921875,12.800000190734863,0.34118229150772095,230.86666870117188,25.133333206176758,0.502092719078064,0.11140366643667221,132.27999877929688,12.333333015441895
3,0.5160571932792664,92.74666595458984,19.399999618530273,0.3406207263469696,218.42666625976562,37.573333740234375,0.5009198784828186,0.16509628295898438,125.68000030517578,18.1733341217041
4,0.5135084986686707,92.80000305175781,19.986665725708008,0.3405897617340088,217.89332580566406,38.106666564941406,0.4857802391052246,0.16421471536159515,125.09333038330078,18.1200008392334
5,0.5088112354278564,67.01333618164062,55.69333267211914,0.34051963686943054,156.3866729736328,99.5999984741211,0.45790526270866394,0.3988698720932007,89.37333679199219,43.90666580200195
6,0.5097489356994629,68.66666412353516,53.52000045776367,0.34044724702835083,160.22666931152344,95.77333068847656,0.48975256085395813,0.3851335942745209,91.55999755859375,42.253334045410156
7,0.5096819996833801,65.4000015258789,57.586666107177734,0.340486615896225,152.89332580566406,103.1066665649414,0.47410786151885986,0.4137706160545349,87.49333190917969,45.52000045776367
8,0.5075530409812927,56.17333221435547,70.55999755859375,0.34033676981925964,130.69332885742188,125.3066635131836,0.4630129635334015,0.49785009026527405,74.5199966430664,54.746665954589844
9,0.507644534111023,51.880001068115234,75.72000122070312,0.34029150009155273,121.23999786376953,134.75999450683594,0.46299320459365845,0.5347515344619751,69.36000061035156,59.040000915527344
10,0.5070747137069702,55.63999938964844,70.8133316040039,0.3401726186275482,129.9066619873047,126.09333038330078,0.46017083525657654,0.5003621578216553,74.26667022705078,55.279998779296875
11,0.5172815322875977,54.30666732788086,69.5199966430664,0.33991336822509766,129.86666870117188,126.13333129882812,0.47232356667518616,0.5121162533760071,75.55999755859375,56.61333465576172
12,0.5211529731750488,62.46666717529297,57.54666519165039,0.3395029306411743,150.0,106.0,0.47854506969451904,0.43785640597343445,87.53333282470703,48.45333480834961
13,0.5294736623764038,73.46666717529297,40.69333267211914,0.3385906219482422,177.85333251953125,78.14666748046875,0.4878070056438446,0.3384965658187866,104.38666534423828,37.45333480834961
14,0.5371967554092407,74.73332977294922,36.66666793823242,0.33791396021842957,183.14666748046875,72.85333251953125,0.49878838658332825,0.32693275809288025,108.413330078125,36.186668395996094
