epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m
0,0.5566814541816711,11.423017501831055,89.67029571533203,0.1101592481136322,155.0217742919922,100.97822570800781,0.13019384443759918,0.4980229437351227,143.5987548828125,11.307931900024414
1,0.6085314154624939,12.908242225646973,50.62208557128906,0.10717955976724625,195.55520629882812,60.44478988647461,0.2020396739244461,0.4340447783470154,182.64697265625,9.82270622253418
2,0.6403670907020569,11.797822952270508,47.04354476928711,0.10380177199840546,198.02333068847656,57.9766731262207,0.22305430471897125,0.4823695719242096,186.2255096435547,10.933125495910645
3,0.6559551358222961,11.175738334655762,46.00933074951172,0.10108597576618195,198.43545532226562,57.56454086303711,0.23350796103477478,0.5090923309326172,187.2597198486328,11.55521011352539
4,0.661066472530365,10.933125495910645,46.1197509765625,0.09968334436416626,198.08242797851562,57.917572021484375,0.23683513700962067,0.519791305065155,187.14930725097656,11.797822952270508
5,0.6665941476821899,10.561430931091309,47.36858367919922,0.09874866902828217,196.46189880371094,59.53810119628906,0.2363589107990265,0.5361922979354858,185.9004669189453,12.169517517089844
6,0.6692825555801392,10.368584632873535,48.01244354248047,0.0980621874332428,195.6251983642578,60.37480545043945,0.23688137531280518,0.5443671345710754,185.25660705566406,12.362363815307617
7,0.672845184803009,10.164852142333984,48.55521011352539,0.09759527444839478,194.87869262695312,61.121307373046875,0.23270903527736664,0.5537905097007751,184.71383666992188,12.566096305847168
8,0.6741113662719727,10.102643966674805,48.673404693603516,0.09715153276920319,194.6982879638672,61.30171203613281,0.2304832488298416,0.5568395256996155,184.59564208984375,12.628304481506348
9,0.6754137873649597,10.027994155883789,48.883358001708984,0.0968334823846817,194.41368103027344,61.5863151550293,0.23196648061275482,0.5603256225585938,184.3856964111328,12.70295524597168
