epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m,val_balanced_acc_m,val_fn_m,val_fp_m,val_loss,val_neg_pred_m,val_pos_pred_m,val_precision_m,val_recall_m,val_tn_m,val_tp_m
0,0.4968129098415375,85.28994750976562,27.97858238220215,0.20787157118320465,104.26688385009766,151.7298126220703,0.81072598695755,0.5915428400039673,18.97693634033203,123.75123596191406,0.50031578540802,235.30667114257812,0.02666666731238365,0.7139395475387573,255.55332946777344,0.4466666579246521,0.3166666626930237,0.0017866529524326324,20.246665954589844,0.41999998688697815
1,0.5019324421882629,106.65403747558594,22.68863296508789,0.20760478079319,130.92257690429688,125.07413482666016,0.8323267698287964,0.48928430676460266,24.26853370666504,102.38550567626953,0.49043524265289307,5.313333511352539,20.200000762939453,0.685817539691925,5.386666774749756,250.6133270263672,0.9193771481513977,0.9774382710456848,0.07333333045244217,230.413330078125
2,0.5015114545822144,109.12520599365234,22.163097381591797,0.20755620300769806,133.91928100585938,122.0757827758789,0.8395017385482788,0.47751232981681824,24.794069290161133,99.91268157958984,0.49441319704055786,2.8266665935516357,20.253334045410156,0.6764788031578064,2.8466665744781494,253.15333557128906,0.9199784398078918,0.9879891872406006,0.019999999552965164,232.89999389648438
3,0.5028116703033447,110.2718276977539,21.77429962158203,0.20761840045452118,135.45469665527344,120.54365539550781,0.8337339162826538,0.4719633460044861,25.1828670501709,98.76935577392578,0.5318734049797058,200.5066680908203,1.7200000286102295,0.6957777142524719,219.05999755859375,36.93333435058594,0.9538227319717407,0.14939656853675842,18.553333282470703,35.21333312988281
4,0.5045022964477539,109.18780517578125,21.896211624145508,0.2075045108795166,134.24876403808594,121.74958801269531,0.8424610495567322,0.4773268401622772,25.060955047607422,99.85337829589844,0.47497794032096863,18.299999237060547,19.719999313354492,0.685138463973999,18.85333251953125,237.14666748046875,0.9168411493301392,0.9223678708076477,0.5533333420753479,217.42666625976562
5,0.5093855261802673,115.74958801269531,19.995058059692383,0.20733895897865295,142.71005249023438,113.28665924072266,0.8443811535835266,0.4460311830043793,26.960460662841797,93.29159545898438,0.46468138694763184,25.80666732788086,19.49333381652832,0.6848655939102173,26.586666107177734,229.413330078125,0.9150089621543884,0.8905065655708313,0.7799999713897705,209.9199981689453
0,0.522878110408783,146.94068908691406,11.919275283813477,0.20780107378959656,181.97857666015625,74.02141571044922,0.8523336052894592,0.29747098684310913,35.03789138793945,62.102142333984375,0.5174886584281921,222.33999633789062,0.4399999976158142,0.701050341129303,242.22000122070312,13.779999732971191,0.9676588773727417,0.056577447801828384,19.8799991607666,13.34000015258789
1,0.5353463292121887,150.55189514160156,9.904448509216309,0.2073216736316681,187.6046142578125,68.39208984375,0.8652547001838684,0.2800930142402649,37.05271911621094,58.48764419555664,0.5385186672210693,205.6999969482422,1.0333333015441895,0.7009095549583435,224.98666381835938,31.013334274291992,0.9664211869239807,0.12721265852451324,19.286666870117188,29.979999542236328
2,0.5549154281616211,136.89620971679688,11.15485954284668,0.20663073658943176,172.69851684570312,83.29983520507812,0.8763383626937866,0.34541916847229004,35.80230712890625,72.14497375488281,0.5413256883621216,211.16000366210938,0.4399999976158142,0.7131872773170471,231.0399932861328,24.959999084472656,0.9826945066452026,0.10404941439628601,19.8799991607666,24.520000457763672
3,0.5641999244689941,126.23394012451172,12.67874813079834,0.20511850714683533,160.51235961914062,95.48764038085938,0.879069447517395,0.39651283621788025,34.278419494628906,82.80889892578125,0.5543855428695679,202.44000244140625,0.653333306312561,0.7221369743347168,222.10667419433594,33.893333435058594,0.9804742336273193,0.1410471796989441,19.66666603088379,33.2400016784668
4,0.5739139914512634,122.89456176757812,12.439867973327637,0.20337817072868347,157.411865234375,98.588134765625,0.8855918645858765,0.41220906376838684,34.51729965209961,86.14826965332031,0.5685877799987793,193.85333251953125,0.8333333134651184,0.7261813879013062,213.33999633789062,42.65999984741211,0.9802019000053406,0.177472785115242,19.486665725708008,41.82666778564453
5,0.5829946994781494,121.35914611816406,11.861614227294922,0.20157065987586975,156.45469665527344,99.54530334472656,0.8916431665420532,0.41917604207992554,35.095550537109375,87.6836929321289,0.5624711513519287,198.94000244140625,0.6333333253860474,0.7572342753410339,218.6266632080078,37.37333297729492,0.9833678007125854,0.15591339766979218,19.68666648864746,36.7400016784668
6,0.59099942445755,118.04118347167969,11.874794006347656,0.19973087310791016,153.12356567382812,102.8764419555664,0.8951889872550964,0.4351949393749237,35.08237075805664,91.00164794921875,0.5767379999160767,192.0,0.6466666460037231,0.7717927694320679,211.67333984375,44.32666778564453,0.9852280616760254,0.18536949157714844,19.6733341217041,43.68000030517578
7,0.6094805002212524,113.28665924072266,11.197693824768066,0.1969105452299118,149.04612731933594,106.95387268066406,0.9042174220085144,0.45788004994392395,35.75947189331055,95.75617980957031,0.6170551776885986,148.89999389648438,2.740000009536743,0.7078197598457336,166.47999572753906,89.5199966430664,0.9692651629447937,0.3682177662849426,17.579999923706055,86.77999877929688
8,0.6223452687263489,111.24546813964844,10.453047752380371,0.19393475353717804,147.7495880126953,108.25041198730469,0.9119246602058411,0.46772950887680054,36.504119873046875,97.79736328125,0.6104072332382202,107.51333618164062,6.586666584014893,0.6449554562568665,121.24666595458984,134.75332641601562,0.951094388961792,0.5438533425331116,13.733333587646484,128.1666717529297
