epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m
0,0.5850055813789368,0.5848744511604309,0.6891515851020813,0.5675598382949829,0.586715579032898,123.92638397216797,0.5690569281578064,132.22085571289062,0.5913010239601135,0.6000763773918152
1,0.6449947953224182,0.6570606231689453,0.6212961077690125,0.6259700059890747,0.6550222635269165,118.6625747680664,0.6093456745147705,137.4846649169922,0.6433347463607788,0.6804250478744507
2,0.680366039276123,0.6871446371078491,0.5864076018333435,0.6677175164222717,0.6893221735954285,121.79754638671875,0.6571855545043945,134.3496856689453,0.6802980303764343,0.702789306640625
3,0.708016574382782,0.7098881602287292,0.5524827241897583,0.6982520222663879,0.7170459032058716,124.74846649169922,0.6962305307388306,131.39877319335938,0.7148841619491577,0.7182300090789795
4,0.7368324398994446,0.7379598617553711,0.5162507891654968,0.7304285168647766,0.7448798418045044,125.71778869628906,0.7300540208816528,130.429443359375,0.7448834180831909,0.7444207668304443
5,0.7583855986595154,0.7587407827377319,0.48370489478111267,0.7528772950172424,0.7651594877243042,126.09202575683594,0.7526631355285645,130.0552215576172,0.7659608125686646,0.7633678913116455
6,0.7736586332321167,0.7751035690307617,0.46217313408851624,0.7686197757720947,0.7809545397758484,125.7852783203125,0.7680208086967468,130.36196899414062,0.7804816961288452,0.7806054949760437
7,0.7855567932128906,0.7865028381347656,0.4431631863117218,0.779744565486908,0.7949143648147583,125.53374481201172,0.7780313491821289,130.61349487304688,0.7931045889854431,0.7923108339309692
8,0.8004765510559082,0.8021089434623718,0.4193403124809265,0.795845627784729,0.8070729374885559,125.29447937011719,0.7925446629524231,130.85276794433594,0.8039347529411316,0.8081228137016296
9,0.8061321973800659,0.8079431653022766,0.4088658094406128,0.8008877038955688,0.8146114349365234,125.33129119873047,0.7984938621520996,130.81594848632812,0.8117708563804626,0.8142061829566956
10,0.8195620775222778,0.8213711380958557,0.38726794719696045,0.8152731657028198,0.8278346061706543,125.16564178466797,0.8116545677185059,130.98159790039062,0.8227363228797913,0.82813960313797
11,0.8272547721862793,0.8287156820297241,0.3723970055580139,0.8226613998413086,0.8342562317848206,125.44171905517578,0.8192552328109741,130.7055206298828,0.8309246897697449,0.8337410092353821
12,0.8372863531112671,0.8386926651000977,0.3558621406555176,0.8338711261749268,0.8435426354408264,125.60122680664062,0.8308678269386292,130.54600524902344,0.8398962020874023,0.8436958193778992
13,0.841703474521637,0.8426520228385925,0.3470947742462158,0.8379380106925964,0.8493595123291016,125.5950927734375,0.8347834348678589,130.55215454101562,0.8459475636482239,0.8475313782691956
14,0.8473488092422485,0.8486951589584351,0.3330039083957672,0.8438597321510315,0.8543113470077515,125.80368041992188,0.841935396194458,130.3435516357422,0.8521393537521362,0.8530830144882202
15,0.8532386422157288,0.8546807169914246,0.3253340721130371,0.8501799702644348,0.858822226524353,125.6380386352539,0.847710371017456,130.5092010498047,0.8559243679046631,0.8593505620956421
16,0.8588778972625732,0.8596020340919495,0.31484854221343994,0.8559584617614746,0.8652433753013611,125.92024230957031,0.8535297513008118,130.22698974609375,0.862733781337738,0.8631914854049683
17,0.8678208589553833,0.8686649799346924,0.2997809946537018,0.8655585646629333,0.8708184361457825,126.47853088378906,0.8654124140739441,129.66871643066406,0.8717730045318604,0.8704968094825745
18,0.8706644177436829,0.8717674612998962,0.2953169047832489,0.8679607510566711,0.8759518265724182,126.03067779541016,0.8663241267204285,130.11656188964844,0.8742479085922241,0.8752250671386719
19,0.8704521059989929,0.8713473677635193,0.29204538464546204,0.8678624629974365,0.8767589926719666,125.98159790039062,0.8659529685974121,130.1656494140625,0.8743667006492615,0.8750713467597961
