epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m
0,0.6551406979560852,0.6349083185195923,0.622262716293335,0.6622896790504456,0.6454426646232605,138.60714721679688,0.6955752968788147,117.63838958740234,0.6783071756362915,0.6131672263145447
1,0.7113709449768066,0.6942227482795715,0.5557963848114014,0.7214029431343079,0.6961036324501038,140.52232360839844,0.7602132558822632,115.72321319580078,0.7440045475959778,0.6629470586776733
2,0.7325044274330139,0.7165494561195374,0.5275943875312805,0.7435817122459412,0.7139639854431152,140.92410278320312,0.7832568883895874,115.32142639160156,0.7641459107398987,0.6823299527168274
3,0.7444959878921509,0.7287861704826355,0.5115200877189636,0.7546406388282776,0.7252182960510254,140.95089721679688,0.7948552966117859,115.29463958740234,0.7789964079856873,0.6938241720199585
4,0.7572878003120422,0.7430181503295898,0.49159735441207886,0.766921877861023,0.7365443110466003,140.7142791748047,0.8071547150611877,115.53125,0.7924056053161621,0.7073737382888794
5,0.7708303332328796,0.7591096758842468,0.46841299533843994,0.7782759666442871,0.7531734108924866,138.75,0.8126562833786011,117.49553680419922,0.8018907904624939,0.7287593483924866
6,0.782872200012207,0.7736284136772156,0.4515923261642456,0.788386881351471,0.7673061490058899,137.13392639160156,0.8185084462165833,119.11161041259766,0.8113751411437988,0.747409999370575
7,0.7870575189590454,0.7798348665237427,0.43515121936798096,0.7913389205932617,0.7738542556762695,135.3482208251953,0.8159382939338684,120.89732360839844,0.8103033900260925,0.7584862112998962
8,0.7933436036109924,0.7868962287902832,0.42740604281425476,0.7963026762008667,0.7836319804191589,134.32589721679688,0.8180173635482788,121.91963958740234,0.8153520226478577,0.7686792016029358
9,0.7993537187576294,0.7941681742668152,0.4182942807674408,0.8018775582313538,0.7905236482620239,133.39285278320312,0.8206900358200073,122.85267639160156,0.818212628364563,0.778722882270813
10,0.8034220337867737,0.799111545085907,0.4063059687614441,0.8054861426353455,0.7956237196922302,132.50892639160156,0.8211740255355835,123.73661041259766,0.8188945055007935,0.786025881767273
11,0.8062819838523865,0.8023229837417603,0.4033568799495697,0.8077524900436401,0.7994431853294373,132.10714721679688,0.8222667574882507,124.13838958740234,0.8211151361465454,0.7902743220329285
12,0.8114345669746399,0.8088704347610474,0.3959597647190094,0.8122078776359558,0.8070133328437805,130.8482208251953,0.8231214284896851,125.39732360839844,0.8231465220451355,0.800858199596405
13,0.8139631152153015,0.8113972544670105,0.3888093829154968,0.8143757581710815,0.8112525939941406,130.36160278320312,0.8233994841575623,125.88392639160156,0.8240753412246704,0.8048229217529297
14,0.8152915239334106,0.8127084374427795,0.38384565711021423,0.8159236907958984,0.8112487196922302,130.72767639160156,0.826154351234436,125.51786041259766,0.8265870809555054,0.8051031231880188
15,0.8177770972251892,0.8155425190925598,0.3807806372642517,0.8180772066116333,0.8145642280578613,130.28125,0.8269404172897339,125.96428680419922,0.8278860449790955,0.8090448379516602
16,0.820261538028717,0.817992627620697,0.37405669689178467,0.8206897974014282,0.816852867603302,130.30357360839844,0.829490602016449,125.94196319580078,0.8298493027687073,0.8115355372428894
17,0.8211365938186646,0.8191252946853638,0.3740205764770508,0.8210269212722778,0.8188691139221191,130.07142639160156,0.8294185400009155,126.17411041259766,0.8313788771629333,0.8133791089057922
18,0.8250017762184143,0.8227747678756714,0.3678385019302368,0.8254207372665405,0.8216753005981445,130.2767791748047,0.8340524435043335,125.96875,0.8344827890396118,0.8161923289299011
19,0.8280802369117737,0.8266387581825256,0.3596489131450653,0.8279738426208496,0.8256813883781433,129.51785278320312,0.8342189788818359,126.72767639160156,0.83519047498703,0.8222646117210388
