epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m
0,0.4983025789260864,0.5560595393180847,0.6931896209716797,0.38010990619659424,0.48346561193466187,44.43558120727539,0.3445018231868744,83.60736083984375,0.5044993758201599,0.6504963040351868
1,0.5038588047027588,0.5818732976913452,0.692524790763855,0.3559245467185974,0.49755606055259705,38.35582733154297,0.30206191539764404,89.71165466308594,0.5079994201660156,0.7031587362289429
2,0.5062787532806396,0.5971506237983704,0.6917415857315063,0.32542458176612854,0.500258207321167,33.43251419067383,0.26516401767730713,94.64110565185547,0.5084092020988464,0.7430387735366821
3,0.511040449142456,0.6079955697059631,0.6910441517829895,0.32006561756134033,0.513822615146637,31.312883377075195,0.25502023100852966,96.7576675415039,0.5127401351928711,0.7657840251922607
4,0.507929801940918,0.604973316192627,0.6903332471847534,0.31291383504867554,0.5106295943260193,31.138036727905273,0.2491510808467865,96.93558502197266,0.5093056559562683,0.7629931569099426
5,0.5114349722862244,0.6086975336074829,0.6900715231895447,0.31943362951278687,0.5117892622947693,31.17177963256836,0.25250300765037537,96.90184020996094,0.5119244456291199,0.7657387256622314
6,0.509333610534668,0.6063134074211121,0.6898142099380493,0.32157793641090393,0.515977144241333,31.472393035888672,0.25418707728385925,96.60122680664062,0.5106427669525146,0.7621684670448303
7,0.5150018930435181,0.5977092981338501,0.6893314719200134,0.360000878572464,0.5204443335533142,36.245399475097656,0.2962417006492615,91.82515716552734,0.5143171548843384,0.7295849323272705
8,0.5173101425170898,0.597269594669342,0.6888935565948486,0.36650988459587097,0.5243086218833923,37.19938659667969,0.306580513715744,90.87422943115234,0.5170606374740601,0.7253943085670471
9,0.5185979008674622,0.5924130082130432,0.6882426142692566,0.3907031714916229,0.5254432559013367,39.82822036743164,0.3287421464920044,88.24539947509766,0.5183457136154175,0.7066226005554199
