epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m,val_balanced_acc_m,val_fn_m,val_fp_m,val_loss,val_neg_pred_m,val_pos_pred_m,val_precision_m,val_recall_m,val_tn_m,val_tp_m
0,0.5000794529914856,115.42668151855469,19.35270881652832,0.188979834318161,137.72523498535156,118.27212524414062,0.5083168148994446,0.4619867503643036,22.298547744750977,98.91941833496094,0.5,235.74000549316406,0.0,0.6952419281005859,256.0,0.0,0.0,0.0,20.260000228881836,0.0
1,0.4996911287307739,93.9405517578125,23.494054794311523,0.18893232941627502,112.0977554321289,143.9009246826172,0.5352070927619934,0.5619918704032898,18.15719985961914,120.40686798095703,0.5,0.0,20.260000228881836,0.6860048174858093,0.0,256.0,0.9208593964576721,1.0,0.0,235.74000549316406
2,0.4990312457084656,64.733154296875,29.262880325317383,0.1888628453016281,77.12152862548828,178.8784637451172,0.6653555631637573,0.6984723806381226,12.388375282287598,149.61558532714844,0.5,235.74000549316406,0.0,0.6997283697128296,256.0,0.0,0.0,0.0,20.260000228881836,0.0
3,0.5007156729698181,125.87714385986328,17.22060775756836,0.1888735145330429,150.30780029296875,105.68824005126953,0.412471741437912,0.41306665539741516,24.430646896362305,88.46763610839844,0.5,0.0,20.260000228881836,0.6824777126312256,0.0,256.0,0.9208593964576721,1.0,0.0,235.74000549316406
4,0.5012784600257874,93.45442199707031,23.529722213745117,0.1889544427394867,111.57331848144531,144.42271423339844,0.6102961897850037,0.5646436810493469,18.1188907623291,120.89299774169922,0.500196099281311,0.0,20.253334045410156,0.6889721155166626,0.006666666828095913,255.9933319091797,0.9208837747573853,1.0,0.006666666828095913,235.74000549316406
5,0.5009151101112366,124.86921691894531,17.37120246887207,0.18890894949436188,149.14927673339844,106.84940338134766,0.49106520414352417,0.4177124798297882,24.280052185058594,89.47820281982422,0.5,0.0,20.260000228881836,0.6882997155189514,0.0,256.0,0.9208593964576721,1.0,0.0,235.74000549316406
6,0.5000079274177551,86.59313201904297,24.7780704498291,0.18889088928699493,103.46631622314453,152.53369140625,0.5171535611152649,0.5958254933357239,16.873184204101562,127.755615234375,0.5,0.0,20.260000228881836,0.6879836916923523,0.0,256.0,0.9208593964576721,1.0,0.0,235.74000549316406
7,0.499807745218277,94.27344512939453,23.531044006347656,0.18889975547790527,112.39366149902344,143.60633850097656,0.5105804204940796,0.5608913898468018,18.120210647583008,120.0752944946289,0.5,0.0,20.260000228881836,0.6912263631820679,0.0,256.0,0.9208593964576721,1.0,0.0,235.74000549316406
8,0.4997611939907074,104.95112609863281,21.342140197753906,0.18888019025325775,125.26023864746094,130.73976135253906,0.4465068280696869,0.5106232762336731,20.309114456176758,109.39762115478516,0.5,0.0,20.260000228881836,0.6926506757736206,0.0,256.0,0.9208593964576721,1.0,0.0,235.74000549316406
9,0.5000292062759399,102.5482177734375,21.801849365234375,0.1888587325811386,122.39762115478516,133.60105895996094,0.44310498237609863,0.5218888521194458,19.84940528869629,111.79920959472656,0.5,235.74000549316406,0.0,0.6953296065330505,256.0,0.0,0.0,0.0,20.260000228881836,0.0
10,0.4999801516532898,133.3606414794922,15.756935119628906,0.1888587325811386,159.2549591064453,96.74504852294922,0.31999874114990234,0.37790176272392273,25.894319534301758,80.98811340332031,0.5001541376113892,235.6666717529297,0.0,0.6940079927444458,255.92666625976562,0.07333333045244217,0.07333333045244217,0.00030844344291836023,20.260000228881836,0.07333333045244217
11,0.5000678300857544,101.97225952148438,21.927345275878906,0.18886534869670868,121.69220733642578,134.2958984375,0.4621346592903137,0.5246230959892273,19.719947814941406,112.36856079101562,0.5,235.74000549316406,0.0,0.6956721544265747,256.0,0.0,0.0,0.0,20.260000228881836,0.0
12,0.5001241564750671,111.9048843383789,19.809776306152344,0.18885575234889984,133.74636840820312,122.25363159179688,0.4033854901790619,0.4775853157043457,21.841480255126953,102.44385528564453,0.5,235.74000549316406,0.0,0.6940819025039673,256.0,0.0,0.0,0.0,20.260000228881836,0.0
