epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m
0,0.500240683555603,0.5335773229598999,0.6921398043632507,0.42089584469795227,0.5029130578041077,50.91575241088867,0.39686521887779236,77.5128173828125,0.5011066198348999,0.6060581803321838
1,0.505866289138794,0.5411463379859924,0.6914089918136597,0.43899765610694885,0.511337161064148,51.5018310546875,0.4071069657802582,76.95970916748047,0.5035529136657715,0.6046024560928345
2,0.5103163719177246,0.5693026781082153,0.6912992596626282,0.4071020483970642,0.5219566822052002,43.97069549560547,0.35368266701698303,84.4908447265625,0.5079491138458252,0.6679176688194275
3,0.5192452073097229,0.5977293252944946,0.6910720467567444,0.3804722726345062,0.541431725025177,37.483516693115234,0.3123423755168915,90.97801971435547,0.5152022838592529,0.7281887531280518
4,0.5181013941764832,0.6096295714378357,0.6909111738204956,0.34449246525764465,0.5494829416275024,32.32600784301758,0.2695407271385193,96.13552856445312,0.512492835521698,0.7660602331161499
5,0.525011420249939,0.6276748180389404,0.6905412673950195,0.31664976477622986,0.5791797637939453,27.062271118164062,0.2348497211933136,101.3992691040039,0.5157151222229004,0.8138154149055481
6,0.5250688791275024,0.6279270648956299,0.6900731325149536,0.314980149269104,0.581957221031189,27.043956756591797,0.23572686314582825,101.4175796508789,0.5167213678359985,0.8146347999572754
7,0.5274736285209656,0.6345632076263428,0.6897852420806885,0.3040598928928375,0.5995930433273315,25.02930450439453,0.2229710966348648,103.43223571777344,0.5179357528686523,0.8324844241142273
8,0.5315084457397461,0.6313932538032532,0.6894168257713318,0.3253006935119629,0.5991630554199219,27.52747344970703,0.24581022560596466,100.93406677246094,0.5208562016487122,0.8173010349273682
9,0.535070538520813,0.6355450749397278,0.6887804865837097,0.3272832930088043,0.6137186884880066,27.047618865966797,0.24665550887584686,101.4139175415039,0.5236266255378723,0.8244069218635559
