epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m
0,0.6791666746139526,0.665584146976471,0.6510936617851257,0.6679295301437378,0.6934791207313538,64.71111297607422,0.6836828589439392,63.28888702392578,0.6985657215118408,0.6737158894538879
1,0.7906249761581421,0.7925079464912415,0.44356343150138855,0.7836506962776184,0.8076341152191162,61.77777862548828,0.7727285623550415,66.22222137451172,0.7874623537063599,0.8083370923995972
2,0.8505208492279053,0.8498817682266235,0.337397038936615,0.8492110371589661,0.8590123653411865,63.53333282470703,0.8490279912948608,64.46666717529297,0.8532968163490295,0.856180727481842
3,0.8902778029441833,0.8878622055053711,0.2664515972137451,0.8897285461425781,0.8894104957580566,64.93333435058594,0.8963490724563599,63.06666564941406,0.9013339281082153,0.881456732749939
4,0.9140625,0.9142012000083923,0.22088749706745148,0.9122350811958313,0.915645182132721,64.28888702392578,0.9156672358512878,63.71111297607422,0.9220855832099915,0.9120925068855286
5,0.9289930462837219,0.9282573461532593,0.1852695494890213,0.9285264015197754,0.9268308877944946,64.86666870117188,0.9360842108726501,63.13333511352539,0.9389500021934509,0.9233719706535339
6,0.9401041865348816,0.9400063157081604,0.15339836478233337,0.9390025734901428,0.9444162845611572,63.844444274902344,0.9387035965919495,64.15555572509766,0.9436454176902771,0.940946638584137
7,0.9543402791023254,0.954276978969574,0.13368692994117737,0.9537359476089478,0.9569931030273438,63.977779388427734,0.954130232334137,64.02222442626953,0.9571049809455872,0.9548030495643616
8,0.9746527671813965,0.9744879007339478,0.07666686177253723,0.9744776487350464,0.9740134477615356,64.0888900756836,0.9754260778427124,63.911109924316406,0.9753247499465942,0.9741684794425964
9,0.9664930701255798,0.966248095035553,0.0876026451587677,0.9662681818008423,0.9675895571708679,64.11111450195312,0.9674367904663086,63.88888931274414,0.9691486954689026,0.9660224318504333
10,0.9763888716697693,0.9754670858383179,0.06507350504398346,0.976897656917572,0.9788042902946472,63.82222366333008,0.975892186164856,64.17778015136719,0.974814772605896,0.9773509502410889
11,0.9781249761581421,0.977904200553894,0.06602377444505692,0.9779955744743347,0.9796927571296692,63.911109924316406,0.9771517515182495,64.0888900756836,0.9781785607337952,0.9785102605819702
12,0.9760416746139526,0.9757212996482849,0.0645962655544281,0.9758284091949463,0.9798251390457153,63.68888854980469,0.9739668965339661,64.31111145019531,0.975675106048584,0.977990448474884
13,0.9788194298744202,0.9782831072807312,0.0535602904856205,0.9791052937507629,0.9793849587440491,64.04444122314453,0.9802302718162537,63.9555549621582,0.9790633320808411,0.9791486859321594
14,0.988194465637207,0.988054633140564,0.03407907858490944,0.9881425499916077,0.9901211261749268,63.77777862548828,0.9864653944969177,64.22222137451172,0.9866097569465637,0.989820122718811
