epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m
0,0.825927734375,0.9032893776893616,0.4422580599784851,0.034240610897541046,0.1710948944091797,1.965517282485962,0.021936165168881416,254.03448486328125,0.8288527727127075,0.9952608942985535
1,0.8268032670021057,0.903957188129425,0.40178224444389343,0.08135111629962921,0.3810282349586487,4.642241477966309,0.05372818559408188,251.35775756835938,0.8327678442001343,0.9894517064094543
2,0.8305916786193848,0.9057831764221191,0.3851464092731476,0.13465259969234467,0.5818576216697693,6.258620738983154,0.08410270512104034,249.7413787841797,0.8368404507637024,0.9879449605941772
3,0.8350450992584229,0.9075930118560791,0.3723270297050476,0.199493870139122,0.671785831451416,9.476293563842773,0.13241995871067047,246.52371215820312,0.8437415361404419,0.9830396771430969
4,0.8389176726341248,0.9091809988021851,0.3602406084537506,0.2546924948692322,0.7027683258056641,12.221982955932617,0.1752856820821762,243.77801513671875,0.8497352600097656,0.9788841009140015
5,0.8447349667549133,0.911875307559967,0.34657061100006104,0.3208925724029541,0.7087242603302002,15.530172348022461,0.23034285008907318,240.46983337402344,0.8578028678894043,0.9746556282043457
6,0.8504849076271057,0.9144270420074463,0.33302590250968933,0.3772858679294586,0.7163628339767456,18.846982955932617,0.28178271651268005,237.15301513671875,0.8658942580223083,0.9701685309410095
7,0.8566978573799133,0.9175434708595276,0.32324764132499695,0.4288063645362854,0.7177736163139343,21.48060417175293,0.32978004217147827,234.51939392089844,0.873331606388092,0.9677387475967407
8,0.8636348247528076,0.9211748838424683,0.3125653862953186,0.4742929935455322,0.7405620217323303,23.372844696044922,0.37120863795280457,232.6271514892578,0.8800813555717468,0.9674386382102966
9,0.866817057132721,0.9228411316871643,0.3043684661388397,0.49671927094459534,0.7416254281997681,24.54094886779785,0.3937300741672516,231.45904541015625,0.8837406039237976,0.9666780829429626
10,0.8713883757591248,0.9253438711166382,0.2943744659423828,0.5202690958976746,0.7482651472091675,25.504310607910156,0.41707533597946167,230.49569702148438,0.8878374695777893,0.9671165943145752
11,0.8736109137535095,0.9263890981674194,0.28698575496673584,0.5359731316566467,0.7547335028648376,26.625,0.4354551136493683,229.375,0.890954852104187,0.9657782316207886
12,0.8765995502471924,0.9280098080635071,0.2789432406425476,0.5531706809997559,0.7592374086380005,27.40732765197754,0.4535110592842102,228.59266662597656,0.8939414024353027,0.9657634496688843
13,0.8810867071151733,0.9304759502410889,0.27149394154548645,0.5731227993965149,0.7742443680763245,28.245689392089844,0.4750555753707886,227.75430297851562,0.8980019688606262,0.966471791267395
14,0.8834102153778076,0.9317607283592224,0.2643139064311981,0.5837875604629517,0.7785974740982056,28.92672348022461,0.489030122756958,227.07327270507812,0.9005510807037354,0.9662625789642334
