epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m,val_accuracy_m,val_f1_m,val_loss,val_neg_f1_m,val_neg_precision_m,val_neg_pred_m,val_neg_recall_m,val_pos_pred_m,val_precision_m,val_recall_m
0,0.49918732047080994,0.5391570329666138,0.6918628215789795,0.39835765957832336,0.4996166229248047,48.31135559082031,0.37495487928390503,80.13186645507812,0.4982626140117645,0.6210852265357971,0.6006863117218018,0.7496848106384277,0.6928026080131531,0.0,0.0,0.0,0.0,129.4098358154297,0.6006863117218018,1.0
1,0.51210618019104,0.5727559924125671,0.6906381249427795,0.37172213196754456,0.546230673789978,41.0476188659668,0.33111074566841125,87.4139175415039,0.5081324577331543,0.690203070640564,0.5990979671478271,0.7475222945213318,0.6924096941947937,0.01409985776990652,0.23633882403373718,0.9508196711540222,0.007339097559452057,128.45901489257812,0.6006458401679993,0.9925192594528198
2,0.5154402256011963,0.589277982711792,0.6901620030403137,0.34875497221946716,0.5649999976158142,36.230770111083984,0.29761818051338196,92.23076629638672,0.509792149066925,0.7317051887512207,0.5815279483795166,0.7278196811676025,0.6924634575843811,0.08354461193084717,0.33179542422294617,7.475409984588623,0.04839739575982094,121.9344253540039,0.5966610312461853,0.9358229637145996
3,0.5208344459533691,0.6020257472991943,0.6895884275436401,0.34312689304351807,0.5788026452064514,34.0402946472168,0.28631582856178284,94.4212417602539,0.5147397518157959,0.754837691783905,0.5851906538009644,0.7305750846862793,0.6923811435699463,0.08795169740915298,0.35524746775627136,7.229508399963379,0.05084114894270897,122.18032836914062,0.5984941720962524,0.940536379814148
4,0.5263577699661255,0.6140410304069519,0.6892153024673462,0.34240639209747314,0.5929661393165588,31.996337890625,0.2762739062309265,96.46520233154297,0.5190836191177368,0.7768646478652954,0.5828601717948914,0.727078914642334,0.6923653483390808,0.10425896942615509,0.3670985698699951,8.622950553894043,0.061492133885622025,120.7868881225586,0.598320484161377,0.9294445514678955
5,0.527819037437439,0.622833788394928,0.6886517405509949,0.33187997341156006,0.6020731925964355,29.673992156982422,0.25939929485321045,98.78388214111328,0.5194296836853027,0.7975391745567322,0.591210126876831,0.734963059425354,0.6919874548912048,0.09403038769960403,0.40858882665634155,6.754098415374756,0.05380606651306152,122.6557388305664,0.6011319160461426,0.9482731819152832
6,0.5274305939674377,0.6195763945579529,0.6885226368904114,0.33320823311805725,0.6038171648979187,30.16483497619629,0.26313453912734985,98.29669952392578,0.5190301537513733,0.7927141785621643,0.5910305380821228,0.7359978556632996,0.691804826259613,0.08005645871162415,0.42163318395614624,5.8852458000183105,0.04520164802670479,123.52458953857422,0.6003574728965759,0.9538224935531616
7,0.5336700677871704,0.6318979859352112,0.688320517539978,0.3254637122154236,0.6238703727722168,27.571428298950195,0.24851080775260925,100.89010620117188,0.5224495530128479,0.8179694414138794,0.5915679335594177,0.7355455160140991,0.6917628645896912,0.09187392145395279,0.4289163649082184,6.557376861572266,0.05230097472667694,122.85246276855469,0.6012499332427979,0.9501792788505554
8,0.5318372249603271,0.6312304735183716,0.687759518623352,0.3246591091156006,0.6160342693328857,27.549449920654297,0.24655145406723022,100.9120864868164,0.5211787819862366,0.8171138167381287,0.5955633521080017,0.7411724925041199,0.6911928057670593,0.06260741502046585,0.42974889278411865,4.196721076965332,0.03441992029547691,125.2131118774414,0.6014121770858765,0.9685587286949158
9,0.5350148677825928,0.6366667151451111,0.6872766613960266,0.3237890899181366,0.6147781014442444,26.55311393737793,0.24206629395484924,101.9084243774414,0.5231143832206726,0.827702522277832,0.5926691293716431,0.7377430200576782,0.6914234161376953,0.07542368769645691,0.4356575310230255,5.393442630767822,0.04218508303165436,124.01639556884766,0.6008190512657166,0.958472728729248
