epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m
0,0.49687498807907104,0.6231567859649658,0.6934967041015625,0.22842082381248474,0.4649600088596344,20.311111450195312,0.1549701988697052,107.68888854980469,0.49788767099380493,0.8375824093818665
1,0.5093749761581421,0.6319918632507324,0.6924310326576233,0.2500258684158325,0.5208666324615479,20.577777862548828,0.1717408448457718,107.42222595214844,0.5061367750167847,0.8483878970146179
2,0.5137152671813965,0.6370019316673279,0.6908525228500366,0.2510124742984772,0.5575281977653503,19.933332443237305,0.16954578459262848,108.06666564941406,0.508505642414093,0.8585093021392822
3,0.5307291746139526,0.6493855118751526,0.6902263164520264,0.2779107689857483,0.5998188257217407,19.9777774810791,0.1868572235107422,108.02222442626953,0.5183510184288025,0.8744940757751465
4,0.5449652671813965,0.6556812524795532,0.6882954835891724,0.3189109265804291,0.6265304088592529,22.244443893432617,0.21979683637619019,105.75555419921875,0.5278592705726624,0.8711130619049072
5,0.5522569417953491,0.6591194868087769,0.6882652044296265,0.33422181010246277,0.6402279138565063,23.133333206176758,0.23211078345775604,104.86666870117188,0.5318443179130554,0.8706567287445068
6,0.5572916865348816,0.666379988193512,0.6879462003707886,0.3286900222301483,0.6473401188850403,21.733333587646484,0.2277921736240387,106.26667022705078,0.535793662071228,0.8879398107528687
7,0.5538194179534912,0.6590352058410645,0.68741774559021,0.3438490331172943,0.6590238213539124,24.044445037841797,0.24275723099708557,103.95555877685547,0.5342591404914856,0.8668422102928162
8,0.5564236044883728,0.6592183113098145,0.6870567798614502,0.3536621630191803,0.6560247540473938,24.46666717529297,0.24700461328029633,103.53333282470703,0.5342657566070557,0.8642634153366089
9,0.5701388716697693,0.6703454256057739,0.6865319013595581,0.3699180483818054,0.666520893573761,24.488889694213867,0.26004499197006226,103.5111083984375,0.5434605479240417,0.8784533739089966
