epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m
0,0.8472274541854858,0.9143360257148743,0.3585112690925598,0.2439563274383545,0.5345022678375244,12.40751838684082,0.17744968831539154,243.5924835205078,0.8606659173965454,0.9765254259109497
1,0.8625940084457397,0.9214203357696533,0.31355705857276917,0.42875945568084717,0.6718477010726929,21.70676612854004,0.33865034580230713,234.29322814941406,0.8833533525466919,0.9640879034996033
2,0.8721099495887756,0.926146388053894,0.2889198362827301,0.5041772723197937,0.6866791248321533,26.052631378173828,0.4200592339038849,229.94737243652344,0.8958238959312439,0.9596399068832397
3,0.877684473991394,0.9290375113487244,0.2767013907432556,0.5390609502792358,0.7024408578872681,27.894737243652344,0.45861026644706726,228.1052703857422,0.9021109938621521,0.9586467146873474
4,0.8804805278778076,0.9305470585823059,0.26975464820861816,0.5556618571281433,0.7065799236297607,28.628570556640625,0.47728097438812256,227.37142944335938,0.9049233794212341,0.958599328994751
5,0.8822779655456543,0.9315535426139832,0.2657199501991272,0.5629208087921143,0.715606153011322,29.0045108795166,0.48744407296180725,226.9954833984375,0.9067649841308594,0.9588362574577332
6,0.8862664699554443,0.9337530732154846,0.258633017539978,0.5837621688842773,0.7241953015327454,29.809022903442383,0.5094098448753357,226.19097900390625,0.9103813171386719,0.959328830242157
7,0.8871534466743469,0.9342821836471558,0.25492703914642334,0.584357738494873,0.73073810338974,29.687217712402344,0.509425163269043,226.31277465820312,0.9107094407081604,0.9601105451583862
8,0.8895030617713928,0.9355135560035706,0.24914738535881042,0.6000021696090698,0.7325313091278076,30.47218132019043,0.5267593860626221,225.52781677246094,0.9133455753326416,0.9596601724624634
9,0.891970157623291,0.9369622468948364,0.2453613579273224,0.6090124249458313,0.7391871809959412,30.670677185058594,0.5363081693649292,225.32933044433594,0.9151154160499573,0.9607193470001221
10,0.8942669034004211,0.9382411241531372,0.24113638699054718,0.6190589070320129,0.748177170753479,30.933834075927734,0.5469136238098145,225.066162109375,0.9169190526008606,0.9614312648773193
11,0.8947427272796631,0.938513457775116,0.23867568373680115,0.6209125518798828,0.7525071501731873,30.968421936035156,0.54921954870224,225.03158569335938,0.9172866940498352,0.9616681933403015
12,0.8984492421150208,0.9406424164772034,0.23237423598766327,0.6366088390350342,0.7586579322814941,31.424060821533203,0.5656394362449646,224.57594299316406,0.9201998114585876,0.9628052711486816
13,0.8982436656951904,0.9405296444892883,0.2316720336675644,0.6353907585144043,0.7614636421203613,31.395488739013672,0.5652744174003601,224.60450744628906,0.9200781583786011,0.9627937078475952
14,0.9019560813903809,0.9426398873329163,0.22478458285331726,0.6521480679512024,0.7669146656990051,31.98195457458496,0.5839390158653259,224.01805114746094,0.9232175946235657,0.9636365175247192
