epoch,balanced_acc_m,fn_m,fp_m,loss,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m
0,0.5064874291419983,57.33333206176758,68.9871826171875,0.3497079312801361,0.4821443259716034,116.30769348144531,0.4607681334018707,139.6923065185547,0.5170766711235046,0.5522066354751587,58.97435760498047,70.70513153076172
1,0.5237898826599121,71.12820434570312,50.769229888916016,0.3471425771713257,0.5112063884735107,148.3205108642578,0.6033338308334351,107.67948913574219,0.5364001393318176,0.4442459046840668,77.19230651855469,56.910255432128906
2,0.5184422731399536,63.35897445678711,60.230770111083984,0.34657973051071167,0.5076938271522522,131.08973693847656,0.5304467678070068,124.9102554321289,0.5244372487068176,0.5064377784729004,67.73076629638672,64.67948913574219
3,0.5211304426193237,65.44871520996094,56.987178802490234,0.346231609582901,0.5166946649551392,136.42308044433594,0.5540726780891418,119.57691955566406,0.5273418426513672,0.48818832635879517,70.97435760498047,62.589744567871094
4,0.5198317766189575,71.35897064208984,51.4487190246582,0.346310555934906,0.5157297849655151,147.87179565429688,0.5974516868591309,108.12820434570312,0.5269932150840759,0.44221168756484985,76.5128173828125,56.67948532104492
5,0.5168785452842712,72.46154022216797,51.33333206176758,0.3461075723171234,0.5128514170646667,149.08973693847656,0.5995652079582214,106.9102554321289,0.5216341018676758,0.4341919720172882,76.62820434570312,55.57692337036133
6,0.5044848322868347,44.0512809753418,82.66666412353516,0.3459894359111786,0.4865170419216156,89.34615325927734,0.35355961322784424,166.65383911132812,0.5076261162757874,0.6554101705551147,45.29487228393555,83.9871826171875
7,0.5111319422721863,56.67948532104492,68.35897064208984,0.346110999584198,0.5007200241088867,116.28205108642578,0.4651394784450531,139.7179412841797,0.5155732035636902,0.5571241974830627,59.60256576538086,71.35897064208984
8,0.5049763917922974,38.589744567871094,88.17948913574219,0.3460923433303833,0.4882057309150696,78.37179565429688,0.3112607002258301,177.62820434570312,0.5073522329330444,0.6986920237541199,39.78205108642578,89.44871520996094
9,0.5072571039199829,69.79486846923828,56.14102554321289,0.3459334969520569,0.5074277520179749,141.61538696289062,0.560928225517273,114.38461303710938,0.5100502371788025,0.453585684299469,71.82051086425781,58.24359130859375
10,0.50154048204422,36.70512771606445,90.78205108642578,0.34580692648887634,0.48495912551879883,73.88461303710938,0.2904353439807892,182.11538696289062,0.5039287805557251,0.7126455307006836,37.17948532104492,91.33333587646484
11,0.509766697883606,49.20512771606445,76.20513153076172,0.34565821290016174,0.5075769424438477,100.96154022216797,0.40417665243148804,155.03846740722656,0.5108795166015625,0.6153568625450134,51.75640869140625,78.83333587646484
12,0.5118356347084045,56.39743423461914,68.65384674072266,0.34600892663002014,0.5077854990959167,115.70513153076172,0.463807076215744,140.2948760986328,0.513470470905304,0.5598641037940979,59.30769348144531,71.64102935791016
13,0.5113703012466431,54.589744567871094,70.37179565429688,0.3454911410808563,0.5027018785476685,112.17948913574219,0.44949373602867126,143.8205108642578,0.5133559703826904,0.5732470750808716,57.589744567871094,73.44871520996094
14,0.5088339447975159,55.29487228393555,70.23076629638672,0.3454743027687073,0.4996865689754486,113.02564239501953,0.45009833574295044,142.974365234375,0.5096638202667236,0.5675696134567261,57.730770111083984,72.74359130859375
15,0.5148283839225769,42.10256576538086,81.78205108642578,0.3453337848186493,0.5069650411605835,88.28205108642578,0.35950273275375366,167.7179412841797,0.5161876082420349,0.6701539158821106,46.17948532104492,85.93589782714844
16,0.5086096525192261,50.21794891357422,75.4102554321289,0.34535476565361023,0.5063022971153259,102.75640869140625,0.41013893485069275,153.23077392578125,0.5096645355224609,0.6070803999900818,52.53845977783203,77.82051086425781
17,0.5184842944145203,48.69230651855469,74.43589782714844,0.34548819065093994,0.5187987685203552,102.21794891357422,0.4177999794483185,153.7820587158203,0.5171414613723755,0.6191686987876892,53.52564239501953,79.34615325927734
18,0.5124472975730896,40.79487228393555,83.87179565429688,0.3452712893486023,0.5124148726463318,84.88461303710938,0.3441302180290222,171.11538696289062,0.5124477744102478,0.6807645559310913,44.089744567871094,87.24359130859375
19,0.5177575945854187,44.9487190246582,78.24359130859375,0.3445781469345093,0.5161524415016174,94.66666412353516,0.3873796761035919,161.3333282470703,0.5179985165596008,0.6481355428695679,49.71794891357422,83.0897445678711
