epoch,balanced_acc_m,fn_m,fp_m,loss,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m,val_balanced_acc_m,val_fn_m,val_fp_m,val_loss,val_neg_precision_m,val_neg_pred_m,val_neg_recall_m,val_pos_pred_m,val_precision_m,val_recall_m,val_tn_m,val_tp_m
0,0.4936739504337311,40.371795654296875,89.84615325927734,0.3461638391017914,0.4365296959877014,78.56410217285156,0.3005603551864624,177.43589782714844,0.5248483419418335,0.6867876052856445,38.19230651855469,87.5897445678711,0.5,0.0,86.88135528564453,0.6913865804672241,0.0,0.0,0.0,256.0,0.6606196761131287,1.0,0.0,169.11863708496094
1,0.4962404668331146,13.371794700622559,115.64102935791016,0.3445824086666107,0.4810788631439209,25.769229888916016,0.09696520119905472,230.23077392578125,0.5137043595314026,0.8955154418945312,12.397436141967773,114.5897445678711,0.5124050378799438,0.050847455859184265,84.71186065673828,0.6914434432983398,0.8926553726196289,2.220339059829712,0.025112522765994072,253.7796630859375,0.6662062406539917,0.9996976256370544,2.1694915294647217,169.0677947998047
2,0.5040363669395447,7.602564334869385,119.11538696289062,0.3442687690258026,0.5775523781776428,16.5256404876709,0.06851468980312347,239.474365234375,0.5037146806716919,0.9395579695701599,8.923076629638672,120.35897064208984,0.5188103914260864,0.3050847351551056,83.45762634277344,0.6897727847099304,0.9168078899383545,3.728813648223877,0.0394161120057106,252.27117919921875,0.6691641211509705,0.9982048273086548,3.4237287044525146,168.8135528564453
3,0.5043297410011292,5.92307710647583,120.83333587646484,0.3441527187824249,0.5985968112945557,13.128205299377441,0.05561406910419464,242.87179565429688,0.5028514266014099,0.9530453681945801,7.205128192901611,122.03845977783203,0.5213639736175537,0.7118644118309021,82.81356048583984,0.6892378926277161,0.8445654511451721,4.779661178588867,0.046902090311050415,251.2203369140625,0.6703597903251648,0.9958258867263794,4.06779670715332,168.4067840576172
4,0.506499171257019,7.384615421295166,118.74359130859375,0.34320586919784546,0.6018228530883789,16.679487228393555,0.07152797281742096,239.3205108642578,0.5048674941062927,0.9414705038070679,9.29487133026123,120.57691955566406,0.5146036744117737,82.67796325683594,41.915252685546875,0.6883071064949036,0.3527403175830841,127.6440658569336,0.5182551145553589,128.35592651367188,0.672902524471283,0.5109524726867676,44.966102600097656,86.44068145751953
5,0.5160776972770691,30.30769157409668,93.93589782714844,0.3425136208534241,0.5293102860450745,64.3974380493164,0.2678307592868805,191.58973693847656,0.5162585377693176,0.7643243670463562,34.089744567871094,97.65384674072266,0.5126550793647766,162.3728790283203,1.2542372941970825,0.688347339630127,0.3452666103839874,248.0,0.9853304028511047,8.0,0.852105438709259,0.039979610592126846,85.62712097167969,6.745762825012207
6,0.5411697030067444,88.74359130859375,28.756410598754883,0.34143009781837463,0.5297274589538574,188.025634765625,0.7756275534629822,67.97435760498047,0.6302956342697144,0.3067120313644409,99.28205108642578,39.21794891357422,0.5281248092651367,148.1525421142578,5.8983049392700195,0.6866029500961304,0.353431761264801,229.13558959960938,0.9322438836097717,26.86440658569336,0.7814762592315674,0.12400580942630768,80.98304748535156,20.966102600097656
7,0.5391530990600586,59.346153259277344,58.987178802490234,0.3407267928123474,0.5331999063491821,128.39743041992188,0.5409334301948547,127.6025619506836,0.5689141154289246,0.5373724102973938,69.05128479003906,68.61538696289062,0.5208318829536438,157.42372131347656,2.3728814125061035,0.687944769859314,0.3492891490459442,241.9322052001953,0.9724006056785583,14.06779670715332,0.835364580154419,0.06926307082176208,84.50847625732422,11.694914817810059
8,0.558104932308197,78.07691955566406,35.089744567871094,0.33918169140815735,0.544169545173645,171.025634765625,0.7263538837432861,84.97435760498047,0.6429100632667542,0.38985610008239746,92.94871520996094,49.88461685180664,0.5202115774154663,157.94915771484375,2.220339059829712,0.6901962161064148,0.3489580452442169,242.61016845703125,0.9742677807807922,13.389830589294434,0.8376067876815796,0.06615553051233292,84.66101837158203,11.1694917678833
9,0.5566263198852539,88.21794891357422,25.16666603088379,0.3382904827594757,0.5403842329978943,191.08973693847656,0.8032822608947754,64.9102554321289,0.6577461957931519,0.309969961643219,102.87179565429688,39.74359130859375,0.5305629372596741,147.69491577148438,5.694915294647217,0.6870590448379517,0.3547206521034241,228.88136291503906,0.93421471118927,27.11864471435547,0.7936892509460449,0.12691117823123932,81.18643951416016,21.423728942871094
