epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,tn_m,tp_m,val_balanced_acc_m,val_fn_m,val_fp_m,val_loss,val_neg_pred_m,val_pos_pred_m,val_tn_m,val_tp_m
0,0.5348082184791565,130.16322326660156,15.088180541992188,0.2227107584476471,165.78799438476562,90.21200561523438,35.6247673034668,75.12382507324219,0.5648142695426941,178.4427490234375,2.4503817558288574,0.6980646252632141,199.1526641845703,56.847328186035156,20.709922790527344,54.39694595336914
1,0.5562475919723511,141.10694885253906,10.151969909667969,0.2183087319135666,181.6679229736328,74.33208465576172,40.56097412109375,64.18011474609375,0.5749616026878357,175.96946716308594,2.2061069011688232,0.7028698325157166,196.9236602783203,59.07633590698242,20.954198837280273,56.8702278137207
2,0.5645347237586975,131.70169067382812,11.589118003845215,0.21677625179290771,170.8255157470703,85.17448425292969,39.12382888793945,73.58536529541016,0.580422043800354,173.2519073486328,2.221374034881592,0.7077197432518005,194.1908416748047,61.80916213989258,20.93893051147461,59.58778762817383
3,0.570245087146759,132.4803009033203,10.833020210266113,0.21544142067432404,172.3602294921875,83.63977813720703,39.87992477416992,72.80675506591797,0.5874121189117432,169.4045867919922,2.282442808151245,0.7028917670249939,190.28244018554688,65.71755981445312,20.87786293029785,63.435115814208984
4,0.5742107629776001,130.56472778320312,10.92682933807373,0.21463988721370697,170.35084533691406,85.64915466308594,39.78611755371094,74.72232818603516,0.5926118493080139,166.5572509765625,2.3129770755767822,0.7046284675598145,187.4045867919922,68.59542083740234,20.847328186035156,66.28244018554688
5,0.5787229537963867,127.21575927734375,11.258912086486816,0.21347837150096893,166.6697998046875,89.33020782470703,39.45403289794922,78.07129669189453,0.5950052738189697,162.6717529296875,2.5954198837280273,0.7022921442985535,183.2366485595703,72.76335906982422,20.56488609313965,70.16793823242188
6,0.5826365351676941,122.8517837524414,11.94559097290039,0.2124350517988205,161.619140625,94.380859375,38.76735305786133,82.43527221679688,0.5967387557029724,161.12213134765625,2.6564886569976807,0.7018032670021057,181.62596130371094,74.3740463256836,20.503816604614258,71.71755981445312
7,0.5859276056289673,121.24578094482422,11.99437141418457,0.2118774801492691,159.96435546875,96.03564453125,38.71857452392578,84.04127502441406,0.5925649404525757,167.26718139648438,2.2366411685943604,0.712791383266449,188.1908416748047,67.80915832519531,20.923664093017578,65.57251739501953
8,0.5886219143867493,121.54784393310547,11.590994834899902,0.21086744964122772,160.6697998046875,95.33020782470703,39.121952056884766,83.73921203613281,0.5956664085388184,162.31297302246094,2.610687017440796,0.7070159316062927,182.8625946044922,73.13740539550781,20.549617767333984,70.52671813964844
9,0.59432053565979,120.17073059082031,11.410881996154785,0.20998813211917877,159.47279357910156,96.52720642089844,39.30206298828125,85.11632537841797,0.60654616355896,164.57252502441406,1.85496187210083,0.713022768497467,185.87786865234375,70.12213897705078,21.305343627929688,68.26717376708984
10,0.59520423412323,118.59099578857422,11.656660079956055,0.20921677350997925,157.64727783203125,98.35272216796875,39.0562858581543,86.69606018066406,0.5913791060447693,167.9236602783203,2.2366411685943604,0.727950930595398,188.8473358154297,67.15267181396484,20.923664093017578,64.91603088378906
11,0.5965458750724792,117.07879638671875,11.9212007522583,0.20890866219997406,155.87054443359375,100.12945556640625,38.791744232177734,88.208251953125,0.598129153251648,147.1374053955078,4.007633686065674,0.6941224336624146,166.29006958007812,89.70992279052734,19.152671813964844,85.7022933959961
12,0.5977932214736938,116.68667602539062,11.84615421295166,0.20812298357486725,155.553466796875,100.44652557373047,38.866790771484375,88.60037231445312,0.5896403789520264,177.61068725585938,1.3664121627807617,0.7710719704627991,199.4045867919922,56.595420837402344,21.793893814086914,55.229007720947266
13,0.6041675209999084,116.7654800415039,11.20825481414795,0.2074059098958969,156.27017211914062,99.72982788085938,39.50469207763672,88.52157592773438,0.6130116581916809,156.96946716308594,2.320610761642456,0.7009415030479431,177.8091583251953,78.19084167480469,20.83969497680664,75.87023162841797
14,0.6055213809013367,113.81050872802734,11.701688766479492,0.2066904455423355,152.82176208496094,103.17823791503906,39.01125717163086,91.47654724121094,0.594861626625061,150.1908416748047,3.8473281860351562,0.699395477771759,169.50381469726562,86.49618530273438,19.312976837158203,82.64885711669922
15,0.6057643294334412,113.13508605957031,11.896810531616211,0.20651914179325104,151.9512176513672,104.04878234863281,38.81613540649414,92.15196990966797,0.6028456091880798,160.05343627929688,2.503816843032837,0.7183291912078857,180.70993041992188,75.29007720947266,20.6564884185791,72.78626251220703
16,0.6083275675773621,111.63414764404297,12.02439022064209,0.20588570833206177,150.3227081298828,105.67729949951172,38.68855667114258,93.65290832519531,0.6001836657524109,150.47328186035156,3.5877861976623535,0.718533992767334,170.04580688476562,85.9542007446289,19.572519302368164,82.36640930175781
17,0.6117486357688904,109.2945556640625,12.191370010375977,0.20509755611419678,147.81613159179688,108.18386840820312,38.521575927734375,95.99249267578125,0.6061695218086243,165.39694213867188,1.8091603517532349,0.7347446084022522,186.7480926513672,69.25190734863281,21.351144790649414,67.4427490234375
18,0.6143016815185547,108.54972076416016,12.088180541992188,0.2044834941625595,147.1744842529297,108.82551574707031,38.6247673034668,96.73733520507812,0.6004072427749634,149.83969116210938,3.6259541511535645,0.7047206163406372,169.37403869628906,86.6259536743164,19.534351348876953,83.0
19,0.6158925294876099,106.66229248046875,12.455909729003906,0.20397888123989105,144.91932678222656,111.08067321777344,38.25703430175781,98.62476348876953,0.6054376363754272,166.0763397216797,1.7786259651184082,0.750736653804779,187.4580078125,68.54198455810547,21.38167953491211,66.76335906982422
