epoch,balanced_acc_m,fn_m,fp_m,loss,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m
0,0.5204493403434753,74.67948913574219,48.38461685180664,0.34655994176864624,0.5149320960044861,154.2948760986328,0.6231223344802856,101.70513153076172,0.5328963994979858,0.41777610778808594,79.61538696289062,53.32051467895508
1,0.525701642036438,74.6025619506836,46.846153259277344,0.3465418219566345,0.5200484991073608,155.74359130859375,0.6337964534759521,100.24359130859375,0.5377966165542603,0.4176066517829895,81.14102935791016,53.39743423461914
2,0.5348296165466309,83.52564239501953,35.64102554321289,0.34649658203125,0.5248180031776428,175.87179565429688,0.7216773629188538,80.11538696289062,0.5609380602836609,0.3479817807674408,92.34615325927734,44.47435760498047
3,0.5286596417427063,73.70513153076172,46.69230651855469,0.3464434742927551,0.5224442481994629,155.0128173828125,0.6337049603462219,100.9871826171875,0.5406350493431091,0.42361411452293396,81.30769348144531,54.29487228393555
4,0.5343225002288818,72.9871826171875,46.0512809753418,0.346347838640213,0.528091311454773,154.93589782714844,0.6391210556030273,101.06410217285156,0.5452165603637695,0.42952409386634827,81.94871520996094,55.012821197509766
5,0.5420829653739929,70.84615325927734,46.21794891357422,0.3461798429489136,0.5350266695022583,152.62820434570312,0.6377341151237488,103.35897064208984,0.5544110536575317,0.44643181562423706,81.78205108642578,57.14102554321289
6,0.5368212461471558,68.85897064208984,49.47435760498047,0.3460428714752197,0.5317919850349426,147.38461303710938,0.6123238801956177,108.61538696289062,0.5452642440795898,0.46131837368011475,78.52564239501953,59.14102554321289
7,0.5380001664161682,70.11538696289062,48.128204345703125,0.34576404094696045,0.5313243865966797,149.9871826171875,0.6236077547073364,106.0128173828125,0.5512253046035767,0.45239242911338806,79.87179565429688,57.88461685180664
8,0.5466213822364807,68.0128173828125,48.0,0.3453364372253418,0.5389281511306763,148.0128173828125,0.6243970990180969,107.9871826171875,0.5592808127403259,0.46884581446647644,80.0,59.987178802490234
9,0.5462169647216797,68.62820434570312,47.47435760498047,0.3448568880558014,0.5388179421424866,149.15383911132812,0.6285216808319092,106.84615325927734,0.5586862564086914,0.4639124274253845,80.52564239501953,59.371795654296875
10,0.548607349395752,66.73076629638672,48.846153259277344,0.3441404402256012,0.5420307517051697,145.88461303710938,0.6185430288314819,110.11538696289062,0.5594339370727539,0.4786715805530548,79.15384674072266,61.269229888916016
11,0.5539166331291199,63.53845977783203,50.47435760498047,0.34315788745880127,0.5471838116645813,141.06410217285156,0.6046587824821472,114.93589782714844,0.5642467141151428,0.5031744837760925,77.52564239501953,64.46154022216797
12,0.5583754777908325,63.47435760498047,49.33333206176758,0.34219667315483093,0.5520511269569397,142.14102172851562,0.6133061647415161,113.85897064208984,0.5692262649536133,0.5034450888633728,78.66666412353516,64.52564239501953
13,0.555986225605011,63.589744567871094,49.9487190246582,0.3414686322212219,0.550146758556366,141.64102172851562,0.6092713475227356,114.35897064208984,0.5650458931922913,0.5027011036872864,78.05128479003906,64.4102554321289
14,0.5664141178131104,63.24359130859375,47.56410217285156,0.3399677872657776,0.559260368347168,143.6794891357422,0.6273925304412842,112.32051086425781,0.5773546695709229,0.5054357051849365,80.43589782714844,64.75640869140625
15,0.5595777034759521,61.230770111083984,51.39743423461914,0.33966997265815735,0.5552571415901184,137.8333282470703,0.5981041789054871,118.16666412353516,0.5659512281417847,0.5210512280464172,76.6025619506836,66.76923370361328
16,0.5623052716255188,62.30769348144531,49.653846740722656,0.3384675681591034,0.5563514232635498,140.65383911132812,0.6114925146102905,115.34615325927734,0.5711589455604553,0.513117790222168,78.34615325927734,65.69230651855469
17,0.5712526440620422,61.53845977783203,48.10256576538086,0.33753493428230286,0.5643933415412903,141.43589782714844,0.6231771111488342,114.56410217285156,0.5813320279121399,0.5193281173706055,79.8974380493164,66.46154022216797
18,0.5744801163673401,61.24359130859375,47.53845977783203,0.33622637391090393,0.5674651861190796,141.7051239013672,0.6278676986694336,114.29486846923828,0.5844907760620117,0.5210926532745361,80.46154022216797,66.75640869140625
19,0.5754359364509583,60.75640869140625,47.89743423461914,0.3356606066226959,0.5682234764099121,140.85897827148438,0.6257028579711914,115.14102935791016,0.5856918096542358,0.5251692533493042,80.1025619506836,67.24359130859375
20,0.5792545080184937,60.24359130859375,47.4487190246582,0.33473876118659973,0.5720698833465576,140.7948760986328,0.6294363737106323,115.20513153076172,0.5893447995185852,0.5290724039077759,80.55128479003906,67.75640869140625
21,0.580937385559082,59.74359130859375,47.4487190246582,0.3339136838912964,0.5734529495239258,140.2948760986328,0.6289848685264587,115.70513153076172,0.5911568403244019,0.5328897833824158,80.55128479003906,68.25640869140625
22,0.5821150541305542,60.628204345703125,46.269229888916016,0.3331491947174072,0.5743421912193298,142.35897827148438,0.6382967829704285,113.64102935791016,0.5934683680534363,0.5259329676628113,81.73076629638672,67.37179565429688
23,0.5886452198028564,60.153846740722656,45.17948532104492,0.3320189118385315,0.579487144947052,142.974365234375,0.6472715139389038,113.02564239501953,0.6017931699752808,0.5300189256668091,82.82051086425781,67.84615325927734
24,0.5919548273086548,59.28205108642578,45.19230651855469,0.3307385742664337,0.5832290649414062,142.08973693847656,0.6469615697860718,113.9102554321289,0.6040366888046265,0.5369482040405273,82.80769348144531,68.71794891357422
25,0.5933936834335327,59.96154022216797,44.16666793823242,0.3300224542617798,0.5829635858535767,143.7948760986328,0.6554467082023621,112.20513153076172,0.6079072952270508,0.5313407182693481,83.83333587646484,68.03845977783203
26,0.5952653884887695,58.32051467895508,45.24359130859375,0.3292224705219269,0.5862990617752075,141.07691955566406,0.6462510228157043,114.92308044433594,0.6073640584945679,0.5442795753479004,82.75640869140625,69.67948913574219
27,0.5907928347587585,59.0512809753418,45.75640869140625,0.3294139802455902,0.582389235496521,141.2948760986328,0.6428794860839844,114.70513153076172,0.6022959351539612,0.5387062430381775,82.24359130859375,68.94871520996094
28,0.593512773513794,59.871795654296875,44.11538314819336,0.32853248715400696,0.5827428102493286,143.75640869140625,0.6552185416221619,112.24359130859375,0.6089811325073242,0.5318068265914917,83.88461303710938,68.12820434570312
29,0.6017797589302063,58.769229888916016,43.153846740722656,0.32726460695266724,0.5904050469398499,143.61538696289062,0.6626009345054626,112.38461303710938,0.6175870895385742,0.5409582257270813,84.84615325927734,69.23076629638672
30,0.6054818034172058,57.80769348144531,43.153846740722656,0.32622984051704407,0.5949247479438782,142.65383911132812,0.662994921207428,113.34615325927734,0.6198434233665466,0.5479689240455627,84.84615325927734,70.19230651855469
31,0.6013067960739136,58.230770111083984,43.82051467895508,0.3263031840324402,0.5914837121963501,142.41026306152344,0.6575173735618591,113.5897445678711,0.6150691509246826,0.5450960397720337,84.17948913574219,69.76923370361328
32,0.6106811165809631,57.230770111083984,42.42307662963867,0.32472527027130127,0.5989702939987183,142.8076934814453,0.6683680415153503,113.19230651855469,0.6265507936477661,0.552993893623352,85.57691955566406,70.76923370361328
33,0.6086384057998657,58.128204345703125,42.10256576538086,0.32422757148742676,0.5962870121002197,144.025634765625,0.671045184135437,111.97435760498047,0.6257453560829163,0.5462315678596497,85.8974380493164,69.87179565429688
34,0.6089034676551819,56.57692337036133,43.57692337036133,0.32409241795539856,0.5985820889472961,141.0,0.6596041321754456,115.0,0.6224244832992554,0.5582024455070496,84.42308044433594,71.42308044433594
35,0.606100857257843,58.128204345703125,42.75640869140625,0.3235388398170471,0.5944768786430359,143.37179565429688,0.6659115552902222,112.62820434570312,0.6217777729034424,0.5462903380393982,85.24359130859375,69.87179565429688
36,0.6062865853309631,58.128204345703125,42.61538314819336,0.32301416993141174,0.5950485467910767,143.5128173828125,0.667042076587677,112.4871826171875,0.621887743473053,0.545531153678894,85.38461303710938,69.87179565429688
37,0.6138508915901184,57.871795654296875,41.06410217285156,0.3216116726398468,0.6010368466377258,144.8076934814453,0.6797252297401428,111.19230651855469,0.6318612098693848,0.5479766130447388,86.93589782714844,70.12820434570312
38,0.6124249696731567,56.910255432128906,42.371795654296875,0.32138004899024963,0.6011338829994202,142.53846740722656,0.6692389249801636,113.46154022216797,0.6279423832893372,0.5556106567382812,85.62820434570312,71.0897445678711
39,0.6167450547218323,56.987178802490234,41.17948532104492,0.3204644024372101,0.60393887758255,143.8076934814453,0.6784658432006836,112.19230651855469,0.6342543363571167,0.5550239086151123,86.82051086425781,71.0128173828125
40,0.6190149784088135,57.512821197509766,40.10256576538086,0.319940984249115,0.6047051548957825,145.41026306152344,0.686883807182312,110.5897445678711,0.63893723487854,0.5511460304260254,87.8974380493164,70.4871826171875
41,0.6239817142486572,56.589744567871094,39.80769348144531,0.3183532953262329,0.6093346476554871,144.7820587158203,0.6896945238113403,111.21794891357422,0.6439509391784668,0.5582689046859741,88.19230651855469,71.4102554321289
42,0.6237350106239319,56.230770111083984,40.14102554321289,0.3178444802761078,0.6095985770225525,144.08973693847656,0.6863170266151428,111.9102554321289,0.6427776217460632,0.561152994632721,87.85897064208984,71.76923370361328
43,0.6288989782333374,56.30769348144531,38.75640869140625,0.31674501299858093,0.6136402487754822,145.55128479003906,0.6973828673362732,110.44871520996094,0.6496345400810242,0.5604148507118225,89.24359130859375,71.69230651855469
44,0.6252068281173706,56.66666793823242,39.29487228393555,0.31643223762512207,0.6104631423950195,145.37179565429688,0.69288569688797,110.62820434570312,0.6453420519828796,0.5575277209281921,88.70513153076172,71.33333587646484
45,0.6290921568870544,55.29487228393555,39.83333206176758,0.31660470366477966,0.6155708432197571,143.46153259277344,0.6894604563713074,112.53845977783203,0.647320568561554,0.5687236785888672,88.16666412353516,72.70513153076172
46,0.6381583213806152,54.97435760498047,37.70512771606445,0.31371811032295227,0.6217442750930786,145.26922607421875,0.7053081393241882,110.73076629638672,0.660581111907959,0.5710088610649109,90.29486846923828,73.02564239501953
47,0.6363651752471924,55.03845977783203,38.11538314819336,0.31376001238822937,0.6210909485816956,144.92308044433594,0.7024677395820618,111.07691955566406,0.6569494009017944,0.5702628493309021,89.88461303710938,72.96154022216797
48,0.6325997710227966,54.92307662963867,39.17948532104492,0.3135904371738434,0.6177489161491394,143.74359130859375,0.6941324472427368,112.25640869140625,0.652337372303009,0.5710668563842773,88.82051086425781,73.07691955566406
49,0.6398306488990784,54.06410217285156,38.230770111083984,0.3127497434616089,0.6243733167648315,143.8333282470703,0.7014586329460144,112.16666412353516,0.6605571508407593,0.5782027840614319,89.76923370361328,73.93589782714844
50,0.6405874490737915,54.42307662963867,37.67948532104492,0.31185564398765564,0.6244350075721741,144.74359130859375,0.7060599327087402,111.25640869140625,0.6624618172645569,0.5751153230667114,90.32051086425781,73.57691955566406
51,0.637639582157135,53.78205108642578,38.96154022216797,0.31175878643989563,0.6230183243751526,142.8205108642578,0.6956315040588379,113.17948913574219,0.6568536758422852,0.5796481370925903,89.03845977783203,74.21794891357422
52,0.6436262130737305,54.24359130859375,37.02564239501953,0.31048956513404846,0.6270238757133484,145.2179412841797,0.711054801940918,110.78205108642578,0.6665604710578918,0.576197624206543,90.97435760498047,73.75640869140625
53,0.6463953256607056,54.19230651855469,36.52564239501953,0.30944356322288513,0.6287344098091125,145.6666717529297,0.7155767679214478,110.33333587646484,0.6701331734657288,0.5772139430046082,91.47435760498047,73.80769348144531
54,0.6461045742034912,53.74359130859375,36.89743423461914,0.308865487575531,0.6292117834091187,144.84616088867188,0.7122305035591125,111.15384674072266,0.6690718531608582,0.5799785256385803,91.1025619506836,74.25640869140625
55,0.6507654786109924,53.46154022216797,36.012821197509766,0.30748990178108215,0.6323832273483276,145.44871520996094,0.7186031341552734,110.55128479003906,0.6751406192779541,0.5829278230667114,91.9871826171875,74.53845977783203
56,0.650115430355072,52.371795654296875,37.16666793823242,0.30690860748291016,0.6338976621627808,143.2051239013672,0.7092491388320923,112.79486846923828,0.6715350151062012,0.5909817814826965,90.83333587646484,75.62820434570312
57,0.6529976725578308,52.53845977783203,36.25640869140625,0.306547075510025,0.6362180709838867,144.2820587158203,0.7163833975791931,111.71794891357422,0.6757115125656128,0.5896117091178894,91.74359130859375,75.46154022216797
58,0.658728837966919,51.910255432128906,35.5512809753418,0.30359888076782227,0.6407837271690369,144.35897827148438,0.7227380275726318,111.64102935791016,0.682673990726471,0.5947195887565613,92.44871520996094,76.0897445678711
59,0.6544564366340637,52.128204345703125,36.35897445678711,0.30577075481414795,0.6375606656074524,143.76922607421875,0.7162328362464905,112.23076629638672,0.6769773960113525,0.5926802754402161,91.64102935791016,75.87179565429688
