epoch,balanced_acc_m,fn_m,fp_m,loss,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m,val_balanced_acc_m,val_fn_m,val_fp_m,val_loss,val_neg_precision_m,val_neg_pred_m,val_neg_recall_m,val_pos_pred_m,val_precision_m,val_recall_m,val_tn_m,val_tp_m
0,0.505768358707428,70.85897064208984,55.4487190246582,0.34884846210479736,0.5115809440612793,143.39743041992188,0.5661495923995972,112.6025619506836,0.506486177444458,0.4453868865966797,72.53845977783203,57.153846740722656,0.5058633089065552,0.033898305147886276,85.98304748535156,0.6888105273246765,0.6638417840003967,1.0677965879440308,0.011927474290132523,254.9322052001953,0.6627256274223328,0.9997991919517517,1.0338983535766602,168.94915771484375
1,0.511489987373352,64.5897445678711,60.25640869140625,0.346137136220932,0.5175272822380066,132.3205108642578,0.5282136797904968,123.67948913574219,0.5301469564437866,0.4947661757469177,67.73076629638672,63.42307662963867,0.5133996605873108,0.22033898532390594,84.59322357177734,0.6905395984649658,0.8621468544006348,2.6440677642822266,0.028103064745664597,253.35592651367188,0.6661381125450134,0.9986961483955383,2.4237287044525146,168.76271057128906
2,0.531144917011261,83.21794891357422,36.871795654296875,0.34478509426116943,0.5222103595733643,174.3333282470703,0.7119932174682617,81.66666412353516,0.5976751446723938,0.35029640793800354,91.11538696289062,44.79487228393555,0.5124986171722412,0.22033898532390594,84.74576568603516,0.6873186826705933,0.8019773960113525,2.491525411605835,0.0263009462505579,253.5084686279297,0.6657335162162781,0.9986961483955383,2.271186351776123,168.76271057128906
3,0.5266430377960205,80.3974380493164,40.230770111083984,0.34405675530433655,0.5178921818733215,168.15383911132812,0.683300256729126,87.84615325927734,0.5725014209747314,0.3699858486652374,87.75640869140625,47.61538314819336,0.5136167407035828,1.01694917678833,84.15254211425781,0.6881476044654846,0.7162833213806152,3.8813560009002686,0.03327343240380287,252.11863708496094,0.6662487387657166,0.9939603209495544,2.8644068241119385,167.96609497070312
4,0.5333613157272339,97.3974380493164,21.83333396911621,0.3431849479675293,0.5222102999687195,203.55128479003906,0.8285011649131775,52.4487190246582,0.6191487908363342,0.2382214367389679,106.15384674072266,30.615385055541992,0.5127525925636292,1.2881356477737427,84.15254211425781,0.6879065632820129,0.7051856517791748,4.152542591094971,0.03313900902867317,251.8474578857422,0.6658729314804077,0.992366373538971,2.8644068241119385,167.69491577148438
5,0.5368430614471436,77.23076629638672,40.9487190246582,0.34206607937812805,0.5315521955490112,164.26922607421875,0.6783245801925659,91.73076629638672,0.5728669166564941,0.39536142349243164,87.03845977783203,50.78205108642578,0.5006205439567566,8.983051300048828,82.30508422851562,0.6909664869308472,0.3482174575328827,13.694914817810059,0.05443126708269119,242.30508422851562,0.6603304147720337,0.9468098878860474,4.711864471435547,160.0
6,0.5402973890304565,86.57691955566406,30.935897827148438,0.3417774736881256,0.5283106565475464,183.62820434570312,0.7571960091590881,72.37179565429688,0.6051560640335083,0.32339856028556824,97.05128479003906,41.43589782714844,0.4819941520690918,28.32203483581543,75.59322357177734,0.6918688416481018,0.28740260004997253,39.74576187133789,0.131583571434021,216.25424194335938,0.6505107283592224,0.832404613494873,11.423728942871094,140.6610107421875
7,0.5421664118766785,77.15384674072266,40.089744567871094,0.34076422452926636,0.534437894821167,165.05128479003906,0.6873233914375305,90.94871520996094,0.5857541561126709,0.39700955152511597,87.8974380493164,50.85897445678711,0.5152451395988464,92.55931854248047,36.64406967163086,0.6967290043830872,0.3523467481136322,142.9322052001953,0.5785048007965088,113.06779479980469,0.6752179861068726,0.45198532938957214,50.37288284301758,76.4237289428711
8,0.5524635910987854,96.57691955566406,17.83333396911621,0.33953219652175903,0.5328789949417114,206.73077392578125,0.8598843812942505,49.269229888916016,0.6745225191116333,0.24504253268241882,110.15384674072266,31.435897827148438,0.5015644431114197,82.62712097167969,44.169490814208984,0.6973612904548645,0.341510534286499,125.47457885742188,0.49222061038017273,130.52542114257812,0.6612600088119507,0.510908305644989,42.84745788574219,86.3559341430664
9,0.5502094626426697,88.19230651855469,26.730770111083984,0.3404703140258789,0.53468257188797,189.44871520996094,0.7899203896522522,66.55128479003906,0.6350404024124146,0.31049844622612,101.25640869140625,39.82051467895508,0.5386317372322083,127.54237365722656,14.610169410705566,0.6974672079086304,0.3619978725910187,199.94915771484375,0.8322798609733582,56.050846099853516,0.7393759489059448,0.24498368799686432,72.40677642822266,41.440677642822266
10,0.5508135557174683,83.02564239501953,31.923076629638672,0.339185893535614,0.5370661616325378,179.08973693847656,0.7502708435058594,76.9102554321289,0.6153522729873657,0.35135605931282043,96.06410217285156,44.987178802490234,0.538534939289093,122.81356048583984,17.06779670715332,0.6978794932365417,0.3627830743789673,192.76271057128906,0.8039517402648926,63.23728942871094,0.7304939031600952,0.2731182277202606,69.94915008544922,46.169490814208984
11,0.5612379908561707,93.69230651855469,18.576923370361328,0.3378797769546509,0.5402114391326904,203.10256958007812,0.8546463251113892,52.89743423461914,0.6852350831031799,0.26782962679862976,109.4102554321289,34.32051467895508,0.5328714847564697,107.94915008544922,25.694915771484375,0.6963659524917603,0.36217284202575684,169.27117919921875,0.7046816349029541,86.72881317138672,0.7036492824554443,0.3610614240169525,61.3220329284668,61.033897399902344
12,0.5630726218223572,89.9102554321289,22.0,0.33677801489830017,0.542658805847168,195.89743041992188,0.8282757997512817,60.10256576538086,0.6738474369049072,0.2978692948818207,105.9871826171875,38.10256576538086,0.5217431783676147,152.6610107421875,4.593220233917236,0.7060105204582214,0.3505101501941681,235.08474731445312,0.9469773173332214,20.915254592895508,0.7840050458908081,0.0965091660618782,82.4237289428711,16.32203483581543
13,0.5660418272018433,80.70513153076172,30.076923370361328,0.336731493473053,0.55217045545578,178.61538696289062,0.7640385627746582,77.38461303710938,0.6391207575798035,0.3680449426174164,97.9102554321289,47.30769348144531,0.5216256380081177,152.01695251464844,4.93220329284668,0.7078962922096252,0.35047757625579834,234.10169982910156,0.9430490732192993,21.898305892944336,0.7774789929389954,0.10020207613706589,82.08474731445312,16.966102600097656
14,0.5641874074935913,86.37179565429688,25.538461685180664,0.33621880412101746,0.5453287959098816,188.8205108642578,0.8017109632492065,67.17948913574219,0.6545027494430542,0.32666370272636414,102.44871520996094,41.64102554321289,0.5332537293434143,143.1864471435547,7.457627296447754,0.7060960531234741,0.3570074737071991,222.74575805664062,0.9140404462814331,33.25423812866211,0.7765158414840698,0.1524667888879776,79.55931854248047,25.79660987854004
15,0.5738711357116699,90.83333587646484,18.435897827148438,0.33456480503082275,0.5483272671699524,200.38461303710938,0.8565606474876404,55.61538314819336,0.6964143514633179,0.2911815047264099,109.55128479003906,37.17948532104492,0.5337014198303223,143.42372131347656,7.254237174987793,0.7068131566047668,0.35721272230148315,223.1864471435547,0.9163439869880676,32.813560485839844,0.7804657816886902,0.15105889737606049,79.76271057128906,25.559322357177734
