epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m
0,0.5360682606697083,132.73081970214844,13.58345890045166,0.2035169154405594,164.4120330810547,91.58796691894531,0.8590125441551208,0.3704143166542053,31.681203842163086,78.00450897216797
1,0.55912184715271,141.64210510253906,9.475188255310059,0.19984294474124908,177.43157958984375,78.56842041015625,0.8853307962417603,0.32782796025276184,35.78947448730469,69.09323120117188
2,0.5698867440223694,135.32781982421875,9.854135513305664,0.19833502173423767,170.73834228515625,85.26014709472656,0.8908657431602478,0.35779044032096863,35.410526275634766,75.40601348876953
3,0.5756703019142151,130.80300903320312,10.263157844543457,0.19654524326324463,165.80450439453125,90.19548797607422,0.895203709602356,0.37910425662994385,35.001502990722656,79.93232727050781
4,0.5803443789482117,128.98646545410156,10.234586715698242,0.19595178961753845,164.01654052734375,91.98345947265625,0.8972964882850647,0.38773515820503235,35.03007507324219,81.74887084960938
5,0.582558810710907,125.85112762451172,10.691729545593262,0.19485600292682648,160.42405700683594,95.57594299316406,0.8981146216392517,0.40257981419563293,34.572933197021484,84.88420867919922
6,0.5859573483467102,126.00752258300781,10.406015396118164,0.1940634846687317,160.8661651611328,95.13383483886719,0.9011312127113342,0.4020041525363922,34.858646392822266,84.72782135009766
7,0.5889561772346497,123.87669372558594,10.503759384155273,0.1933000385761261,158.63758850097656,97.3624038696289,0.9029297828674316,0.41172999143600464,34.760902404785156,86.85865020751953
8,0.591775119304657,122.52330780029297,10.51127815246582,0.1926794946193695,157.2766876220703,98.72330474853516,0.9044594168663025,0.4180920124053955,34.75338363647461,88.21202850341797
9,0.5954580903053284,120.76841735839844,10.563909530639648,0.1917952299118042,155.46917724609375,100.53083038330078,0.9067445397377014,0.42649394273757935,34.70075225830078,89.9669189453125
10,0.5961706042289734,121.4661636352539,10.300751686096191,0.19100213050842285,156.43006896972656,99.5699234008789,0.9072136878967285,0.42295995354652405,34.96390914916992,89.26917266845703
11,0.5991226434707642,119.1368408203125,10.539849281311035,0.19083674252033234,153.8616485595703,102.13834381103516,0.9075583815574646,0.4340364933013916,34.72481155395508,91.59849548339844
12,0.601146936416626,117.48420715332031,10.669173240661621,0.1898796260356903,152.07969665527344,103.92030334472656,0.9078699350357056,0.44184574484825134,34.595489501953125,93.25112915039062
13,0.6028664708137512,115.33684539794922,11.007518768310547,0.1899849772453308,149.59397888183594,106.40601348876953,0.9076828360557556,0.45199134945869446,34.25714111328125,95.39849853515625
14,0.6065440773963928,114.03608703613281,10.917293548583984,0.18918797373771667,148.38345336914062,107.61653900146484,0.9091060757637024,0.45806509256362915,34.34737014770508,96.69924926757812
