epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m
0,0.5072202682495117,82.28721618652344,26.9954891204834,0.20870304107666016,100.55338287353516,155.4466094970703,0.8272951245307922,0.6097478270530701,18.266164779663086,128.4511260986328
1,0.5285979509353638,99.7593994140625,21.26466178894043,0.2009902149438858,123.75639343261719,132.2436065673828,0.8411256670951843,0.526760458946228,23.996992111206055,110.97895050048828
2,0.5408106446266174,100.17744445800781,20.061655044555664,0.20021185278892517,125.37744140625,130.62255859375,0.8482344746589661,0.5247524380683899,25.200000762939453,110.56090545654297
3,0.5557605028152466,96.44511413574219,19.508270263671875,0.19872599840164185,122.19849395751953,133.80149841308594,0.8562383651733398,0.5423757433891296,25.75338363647461,114.2932357788086
4,0.5706390738487244,92.76992797851562,18.93082618713379,0.197087362408638,119.10075378417969,136.8992462158203,0.8642045855522156,0.5598970651626587,26.330827713012695,117.96842193603516
5,0.5876579284667969,89.33232879638672,18.130826950073242,0.19463402032852173,116.4631576538086,139.53683471679688,0.8733663558959961,0.5761538147926331,27.130826950073242,121.40601348876953
6,0.6015607714653015,85.59699249267578,17.646615982055664,0.19203034043312073,113.21202850341797,142.7879638671875,0.8801283240318298,0.5937560796737671,27.61503791809082,125.14134979248047
7,0.6112917065620422,84.22706604003906,17.042104721069336,0.18983200192451477,112.44661712646484,143.5533905029297,0.8853784799575806,0.6002476215362549,28.21954917907715,126.51127624511719
8,0.622879147529602,82.84361267089844,16.288721084594727,0.18778009712696075,111.81654357910156,144.18345642089844,0.8913448452949524,0.6067337989807129,28.972932815551758,127.89473724365234
9,0.6300066113471985,82.45714569091797,15.655638694763184,0.18595297634601593,112.06315612792969,143.9368438720703,0.8956297039985657,0.6085528135299683,29.606014251708984,128.2812042236328
10,0.6372924447059631,81.56240844726562,15.261653900146484,0.18440479040145874,111.56240844726562,144.43759155273438,0.8987401723861694,0.6128565073013306,30.0,129.17593383789062
