epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,tn_m,tp_m,val_balanced_acc_m,val_fn_m,val_fp_m,val_loss,val_neg_pred_m,val_pos_pred_m,val_tn_m,val_tp_m
0,0.49976852536201477,10.86868667602539,141.080810546875,0.1367790699005127,97.37374114990234,158.40403747558594,86.50505065917969,17.323232650756836,0.5,3.526315689086914,0.0,0.6615477204322815,256.0,0.0,252.4736785888672,0.0
1,0.5148080587387085,15.858586311340332,94.46464538574219,0.13569240272045135,149.17172241210938,106.82828521728516,133.31312561035156,12.363636016845703,0.5,3.526315689086914,0.0,0.6554527282714844,256.0,0.0,252.4736785888672,0.0
2,0.5545907616615295,19.101009368896484,49.33333206176758,0.13449929654598236,197.5454559326172,58.45454406738281,178.44444274902344,9.121212005615234,0.5,3.526315689086914,0.0,0.6451320052146912,256.0,0.0,252.4736785888672,0.0
3,0.583270251750946,17.373737335205078,49.858585357666016,0.13237264752388,195.2929229736328,60.707069396972656,177.919189453125,10.848484992980957,0.5,3.526315689086914,0.0,0.6177685856819153,256.0,0.0,252.4736785888672,0.0
4,0.5961892604827881,18.232322692871094,37.191917419433594,0.13024207949638367,208.81817626953125,47.181819915771484,190.5858612060547,9.989898681640625,0.49802032113075256,3.526315689086914,1.0,0.5908774137496948,255.0,1.0,251.4736785888672,0.0
5,0.6174474358558655,16.959596633911133,37.5959587097168,0.1271713525056839,207.14141845703125,48.858585357666016,190.18182373046875,11.262626647949219,0.49661707878112793,3.4210526943206787,6.5789475440979,0.5761417150497437,249.3157958984375,6.684210300445557,245.8947296142578,0.10526315867900848
6,0.6333284974098206,16.484848022460938,34.35353469848633,0.12430454045534134,209.90908813476562,46.09090805053711,193.4242401123047,11.737373352050781,0.5244565010070801,3.1052632331848145,23.526315689086914,0.5881381630897522,232.05262756347656,23.947368621826172,228.94737243652344,0.42105263471603394
7,0.6448556780815125,16.323232650756836,30.606060028076172,0.12263491749763489,213.4949493408203,42.50505065917969,197.17172241210938,11.8989896774292,0.5245852470397949,2.8421051502227783,34.31578826904297,0.619403064250946,221.0,35.0,218.15789794921875,0.6842105388641357
8,0.6649035811424255,15.393939018249512,28.808080673217773,0.11986079066991806,214.36363220214844,41.6363639831543,198.96969604492188,12.828282356262207,0.5336001515388489,2.736842155456543,35.73684310913086,0.6207448244094849,219.4736785888672,36.52631759643555,216.73684692382812,0.7894737124443054
9,0.6761201024055481,15.060606002807617,26.404041290283203,0.1171502023935318,216.43434143066406,39.56565475463867,201.3737335205078,13.161616325378418,0.48945367336273193,3.0526316165924072,33.894737243652344,0.6157951951026917,221.63157653808594,34.3684196472168,218.57894897460938,0.4736842215061188
10,0.6881216168403625,14.464646339416504,25.73737335205078,0.11407490819692612,216.5050506591797,39.49494934082031,202.0404052734375,13.757575988769531,0.5035439133644104,3.1052632331848145,34.52631759643555,0.6188180446624756,221.05262756347656,34.94736862182617,217.94737243652344,0.42105263471603394
11,0.7014139294624329,13.818181991577148,24.86868667602539,0.11146631836891174,216.72727966308594,39.272727966308594,202.90908813476562,14.404040336608887,0.48434242606163025,3.1578948497772217,33.157894134521484,0.6441727876663208,222.4736785888672,33.52631759643555,219.3157958984375,0.3684210479259491
12,0.7041491270065308,13.818181991577148,23.42424201965332,0.11015576124191284,218.17172241210938,37.82828140258789,204.35353088378906,14.404040336608887,0.4965832829475403,3.1578948497772217,26.526315689086914,0.6119069457054138,229.1052703857422,26.894737243652344,225.94737243652344,0.3684210479259491
13,0.7135832905769348,13.595959663391113,20.75757598876953,0.10736636072397232,220.6161651611328,35.38383865356445,207.02020263671875,14.626262664794922,0.49040472507476807,3.1052632331848145,31.210525512695312,0.6420543789863586,224.36842346191406,31.63157844543457,221.26315307617188,0.42105263471603394
14,0.7220296859741211,13.161616325378418,20.939393997192383,0.10667834430932999,220.0,36.0,206.83837890625,15.060606002807617,0.47204193472862244,3.263157844543457,30.736841201782227,0.655752956867218,225.0,31.0,221.73684692382812,0.2631579041481018
15,0.7306058406829834,12.808080673217773,19.606060028076172,0.1024186909198761,220.97979736328125,35.02020263671875,208.17172241210938,15.414141654968262,0.5226895213127136,2.8421051502227783,33.94736862182617,0.6659678220748901,221.36842346191406,34.6315803527832,218.5263214111328,0.6842105388641357
16,0.7510059475898743,11.747474670410156,18.57575798034668,0.09944834560155869,220.94949340820312,35.050506591796875,209.2020263671875,16.474746704101562,0.48855090141296387,3.1052632331848145,30.36842155456543,0.6554856300354004,225.2105255126953,30.789474487304688,222.1052703857422,0.42105263471603394
17,0.7496964931488037,11.8989896774292,18.323232650756836,0.09917191416025162,221.35353088378906,34.64646530151367,209.4545440673828,16.323232650756836,0.49058112502098083,3.1052632331848145,31.105262756347656,0.6787050366401672,224.4736785888672,31.526315689086914,221.36842346191406,0.42105263471603394
18,0.7630276083946228,11.21212100982666,17.31313133239746,0.09566280245780945,221.67677307128906,34.3232307434082,210.4646453857422,17.010101318359375,0.48469647765159607,3.1052632331848145,34.52631759643555,0.7354535460472107,221.05262756347656,34.94736862182617,217.94737243652344,0.42105263471603394
19,0.7628573775291443,11.313131332397461,16.2020206451416,0.09581144154071808,222.88888549804688,33.11111068725586,211.5757598876953,16.909090042114258,0.4827539026737213,3.1052632331848145,33.73684310913086,0.7380034923553467,221.84210205078125,34.157894134521484,218.73684692382812,0.42105263471603394
